day,r_date,r_day,start_date,end_date,hidden_open_date,noti,r_start,r_end,r_1번 드래곤,r_2번 드래곤,r_3번 드래곤,r_1번 드래곤,r_2번 드래곤,r_3번 드래곤,r_확률업_1,r_확률업_2,first_1,first_2,first_3,second_1,second_2,second_3,chance_up_1,chance_up_1_pos,chance_up_2,chance_up_2_pos,t_first_name,t_second_name,badge_first,badge_second,badge_first_1,badge_first_2,badge_first_3,badge_second_1,badge_second_2,badge_second_3
20210926,2021/09/26,일,2021-09-16 0:00:00,2021-09-30 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,이벤트,,,,event,,,,,
20210927,2021/09/27,월,2021-09-16 0:00:00,2021-09-30 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,이벤트,,,,event,,,,,
20210928,2021/09/28,화,2021-09-16 0:00:00,2021-09-30 0:00:00,,,0,0,빛 혼,빛 혼,빛 혼,어둠 원더드래곤,물 원더드래곤,불 원더드래곤,,,771524,771524,771524,770395,770392,770393,,-10;10;0.7,,0;0;1,혼,,,,,,,,,
20210929,2021/09/29,수,2021-09-16 0:00:00,2021-09-30 0:00:00,,,0,0,빛 혼,빛 혼,빛 혼,어둠 원더드래곤,물 원더드래곤,불 원더드래곤,,,771524,771524,771524,770395,770392,770393,,-10;10;0.7,,0;0;1,혼,,,,,,,,,
20210930,2021/09/30,목,2021-09-16 0:00:00,2021-10-14 0:00:00,,,0,14,어둠 마룡,어둠 마룡,어둠 마룡,물 수라드래곤,땅 수라드래곤,어둠 수라드래곤,,,771185,771185,771185,770422,770421,770425,,-10;10;0.7,,0;0;1,마룡,,,,,,,,,
20211001,2021/10/01,금,2021-09-16 0:00:00,2021-10-14 0:00:00,,,0,0,어둠 마룡,어둠 마룡,어둠 마룡,물 수라드래곤,땅 수라드래곤,어둠 수라드래곤,,,771185,771185,771185,770422,770421,770425,,-10;10;0.7,,0;0;1,마룡,,,,,,,,,
20211002,2021/10/02,토,2021-09-30 0:00:00,2021-10-14 0:00:00,,,14,0,빛 오르도,빛 오르도,빛 오르도,빛 에일리언드래곤,물 파이거,불 파라오드래곤,,,771624,771624,771624,770174,770242,770313,,-10;10;0.7,,0;0;1,오르도,,,,,,,,,
20211003,2021/10/03,일,2021-09-30 0:00:00,2021-10-14 0:00:00,,,0,0,빛 오르도,빛 오르도,빛 오르도,빛 에일리언드래곤,물 파이거,불 파라오드래곤,,,771624,771624,771624,770174,770242,770313,,-10;10;0.7,,0;0;1,오르도,,,,,,,,,
20211004,2021/10/04,월,2021-09-30 0:00:00,2021-10-14 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20211005,2021/10/05,화,2021-09-30 0:00:00,2021-10-14 0:00:00,,,0,0,어둠 포세이돈,어둠 포세이돈,어둠 포세이돈,물 원더드래곤,빛 베네지드래곤,땅 허리케인,,,771565,771565,771565,770392,770634,770201,,-10;10;0.7,,0;0;1,포세이돈,,,,,,,,,
20211006,2021/10/06,수,2021-09-30 0:00:00,2021-10-14 0:00:00,,,0,0,어둠 포세이돈,어둠 포세이돈,어둠 포세이돈,물 원더드래곤,빛 베네지드래곤,땅 허리케인,,,771565,771565,771565,770392,770634,770201,,-10;10;0.7,,0;0;1,포세이돈,,,,,,,,,
20211007,2021/10/07,목,2021-09-30 0:00:00,2021-10-14 0:00:00,,,0,0,빛 트로페우스,빛 트로페우스,빛 트로페우스,물 미스틱티니,불 고디움,어둠 뱃도치드래곤,,,771164,771164,771164,771172,770593,771115,,-10;10;0.7,,0;0;1,프로스티,,,,,,,,,
20211008,2021/10/08,금,2021-09-30 0:00:00,2021-10-14 0:00:00,,,0,0,빛 트로페우스,빛 트로페우스,빛 트로페우스,물 미스틱티니,불 고디움,어둠 뱃도치드래곤,,,771164,771164,771164,771172,770593,771115,,-10;10;0.7,,0;0;1,프로스티,,,,,,,,,
20211009,2021/10/09,토,2021-09-30 0:00:00,2021-10-14 0:00:00,,,0,0,어둠 일란,어둠 일란,어둠 일란,어둠 블랙찡또,빛 블랙찡또,물 블랙찡또,,,771415,771415,771415,770585,770584,770582,,-10;10;0.7,,0;0;1,일란,,,,,,,,,
20211010,2021/10/10,일,2021-09-30 0:00:00,2021-10-14 0:00:00,,,0,0,어둠 일란,어둠 일란,어둠 일란,어둠 블랙찡또,빛 블랙찡또,물 블랙찡또,,,771415,771415,771415,770585,770584,770582,,-10;10;0.7,,0;0;1,일란,,,,,,,,,
20211011,2021/10/11,월,2021-09-30 0:00:00,2021-10-14 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20211012,2021/10/12,화,2021-09-30 0:00:00,2021-10-14 0:00:00,,,0,0,빛 합라,빛 합라,빛 합라,어둠 오르페우스,불 오르페우스,물 오르페우스,,,771654,771654,771654,770045,770043,770042,,-10;10;0.7,,0;0;1,합라,,,,,,,,,
20211013,2021/10/13,수,2021-09-30 0:00:00,2021-10-14 0:00:00,,,0,0,빛 합라,빛 합라,빛 합라,어둠 오르페우스,불 오르페우스,물 오르페우스,,,771654,771654,771654,770045,770043,770042,,-10;10;0.7,,0;0;1,합라,,,,,,,,,
20211014,2021/10/14,목,2021-09-30 0:00:00,2021-10-28 0:00:00,,,0,14,어둠 토템드래곤,어둠 토템드래곤,어둠 토템드래곤,빛 페어리드래곤,빛 스트라,빛 베네지드래곤,,,770655,770655,770655,770114,771534,770634,,-10;10;0.7,,0;0;1,토템드래곤,,,,,,,,,
20211015,2021/10/15,금,2021-09-30 0:00:00,2021-10-28 0:00:00,,,0,0,어둠 토템드래곤,어둠 토템드래곤,어둠 토템드래곤,빛 페어리드래곤,빛 스트라,빛 베네지드래곤,,,770655,770655,770655,770114,771534,770634,,-10;10;0.7,,0;0;1,토템드래곤,,,,,,,,,
20211016,2021/10/16,토,2021-10-14 0:00:00,2021-10-28 0:00:00,,,14,0,빛 다르누스,빛 다르누스,빛 다르누스,빛 에일리언드래곤,물 파이거,불 파라오드래곤,,,771714,771714,771714,770174,770242,770313,,-10;10;0.7,,0;0;1,다르누스,,,,,,,,,
20211017,2021/10/17,일,2021-10-14 0:00:00,2021-10-28 0:00:00,,,0,0,빛 다르누스,빛 다르누스,빛 다르누스,빛 에일리언드래곤,물 파이거,불 파라오드래곤,,,771714,771714,771714,770174,770242,770313,,-10;10;0.7,,0;0;1,다르누스,,,,,,,,,
20211018,2021/10/18,월,2021-10-14 0:00:00,2021-10-28 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20211019,2021/10/19,화,2021-10-14 0:00:00,2021-10-28 0:00:00,,,0,0,어둠 다크베인,어둠 다크베인,어둠 다크베인,불 허리케인,불 원더드래곤,불 사이커드래곤,,,771105,771105,771105,770203,770393,770123,,-10;10;0.7,,0;0;1,다크베인,,,,,,,,,
20211020,2021/10/20,수,2021-10-14 0:00:00,2021-10-28 0:00:00,,,0,0,어둠 다크베인,어둠 다크베인,어둠 다크베인,불 허리케인,불 원더드래곤,불 사이커드래곤,,,771105,771105,771105,770203,770393,770123,,-10;10;0.7,,0;0;1,다크베인,,,,,,,,,
20211021,2021/10/21,목,2021-10-14 0:00:00,2021-10-28 0:00:00,,,0,0,빛 프로스티,빛 프로스티,빛 프로스티,물 수라드래곤,땅 수라드래곤,어둠 수라드래곤,,,771134,771134,771134,770422,770421,770425,,-10;10;0.7,,0;0;1,프로스티,,,,,,,,,
20211022,2021/10/22,금,2021-10-14 0:00:00,2021-10-28 0:00:00,,,0,0,빛 프로스티,빛 프로스티,빛 프로스티,물 수라드래곤,땅 수라드래곤,어둠 수라드래곤,,,771134,771134,771134,770422,770421,770425,,-10;10;0.7,,0;0;1,프로스티,,,,,,,,,
20211023,2021/10/23,토,2021-10-14 0:00:00,2021-10-28 0:00:00,,,0,0,어둠 포포모,어둠 포포모,어둠 포포모,어둠 원더드래곤,땅 삐에로드래곤,물 오르페우스,,,771575,771575,771575,770395,770301,770042,,-10;10;0.7,,0;0;1,포포모,,,,,,,,,
20211024,2021/10/24,일,2021-10-14 0:00:00,2021-10-28 0:00:00,,,0,0,어둠 포포모,어둠 포포모,어둠 포포모,어둠 원더드래곤,땅 삐에로드래곤,물 오르페우스,,,771575,771575,771575,770395,770301,770042,,-10;10;0.7,,0;0;1,포포모,,,,,,,,,
20211025,2021/10/25,월,2021-10-14 0:00:00,2021-10-28 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설 알,,,,,,,,,
20211026,2021/10/26,화,2021-10-14 0:00:00,2021-10-28 0:00:00,,,0,0,빛 미니드래곤,빛 미니드래곤,빛 미니드래곤,땅 테디드래곤,땅 원더드래곤,땅 순둥곤,,,770784,770784,770784,770511,770391,770531,,-10;10;0.7,,0;0;1,미니드래곤,,,,,,,,,
20211027,2021/10/27,수,2021-10-14 0:00:00,2021-10-28 0:00:00,,,0,0,빛 미니드래곤,빛 미니드래곤,빛 미니드래곤,땅 테디드래곤,땅 원더드래곤,땅 순둥곤,,,770784,770784,770784,770511,770391,770531,,-10;10;0.7,,0;0;1,미니드래곤,,,,,,,,,
20211028,2021/10/28,목,2021-10-14 0:00:00,2021-11-11 0:00:00,,,0,14,어둠 멜로우드래곤,어둠 멜로우드래곤,어둠 멜로우드래곤,물 페어리드래곤,어둠 페어리드래곤,불 페어리드래곤,,,771025,771025,771025,770112,770115,770113,,-10;10;0.7,,0;0;1,멜로우드래곤,,,,,,,,,
20211029,2021/10/29,금,2021-10-14 0:00:00,2021-11-11 0:00:00,,,0,0,어둠 멜로우드래곤,어둠 멜로우드래곤,어둠 멜로우드래곤,물 페어리드래곤,어둠 페어리드래곤,불 페어리드래곤,,,771025,771025,771025,770112,770115,770113,,-10;10;0.7,,0;0;1,멜로우드래곤,,,,,,,,,
20211030,2021/10/30,토,2021-10-28 0:00:00,2021-11-11 0:00:00,20211030,global_anniversary,0,0,절대적인 전설의 알,빛나는 전설의 알,빛나는 전설의 알,초월의 알,고대의 알,고대의 알,,,703025,703001,703001,703003,703019,703019,,-10;10;0.7,,0;0;1,이벤트,,,,event,event,event,,,
20211031,2021/10/31,일,2021-10-28 0:00:00,2021-11-11 0:00:00,20211030,global_anniversary,0,0,절대적인 전설의 알,빛나는 전설의 알,빛나는 전설의 알,초월의 알,고대의 알,고대의 알,,,703025,703001,703001,703003,703019,703019,,-10;10;0.7,,0;0;1,이벤트,,,,event,event,event,,,
20211101,2021/11/01,월,2021-10-28 0:00:00,2021-11-11 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설의 알,,,,,,,,,
20211102,2021/11/02,화,2021-10-28 0:00:00,2021-11-11 0:00:00,,,0,0,어둠 가이안,어둠 가이안,어둠 가이안,불 허리케인,불 원더드래곤,불 사이커드래곤,,,771455,771455,771455,770203,770393,770123,,-10;10;0.7,,0;0;1,가이안,,,,,,,,,
20211103,2021/11/03,수,2021-10-28 0:00:00,2021-11-11 0:00:00,,,0,0,어둠 가이안,어둠 가이안,어둠 가이안,불 허리케인,불 원더드래곤,불 사이커드래곤,,,771455,771455,771455,770203,770393,770123,,-10;10;0.7,,0;0;1,가이안,,,,,,,,,
20211104,2021/11/04,목,2021-10-28 0:00:00,2021-11-11 0:00:00,,,0,0,빛 혼,빛 혼,빛 혼,물 수라드래곤,땅 수라드래곤,어둠 수라드래곤,,,771524,771524,771524,770422,770421,770425,,-10;10;0.7,,0;0;1,혼,,,,,,,,,
20211105,2021/11/05,금,2021-10-28 0:00:00,2021-11-11 0:00:00,,,0,0,빛 혼,빛 혼,빛 혼,물 수라드래곤,땅 수라드래곤,어둠 수라드래곤,,,771524,771524,771524,770422,770421,770425,,-10;10;0.7,,0;0;1,혼,,,,,,,,,
20211106,2021/11/06,토,2021-10-28 0:00:00,2021-11-11 0:00:00,,,0,0,어둠 아르테미스드래곤,어둠 아르테미스드래곤,어둠 아르테미스드래곤,물 미스틱티니,불 고디움,어둠 뱃도치드래곤,,,771705,771705,771705,771172,770593,771115,,-10;10;0.7,,0;0;1,아르테미스 드래곤,,,,,,,,,
20211107,2021/11/07,일,2021-10-28 0:00:00,2021-11-11 0:00:00,,,0,0,어둠 아르테미스드래곤,어둠 아르테미스드래곤,어둠 아르테미스드래곤,물 미스틱티니,불 고디움,어둠 뱃도치드래곤,,,771705,771705,771705,771172,770593,771115,,-10;10;0.7,,0;0;1,아르테미스 드래곤,,,,,,,,,
20211108,2021/11/08,월,2021-10-28 0:00:00,2021-11-11 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설의 알,,,,,,,,,
20211109,2021/11/09,화,2021-10-28 0:00:00,2021-11-11 0:00:00,,,0,0,빛 미니드래곤,빛 미니드래곤,빛 미니드래곤,물 페어리드래곤,어둠 페어리드래곤,불 페어리드래곤,,,770784,770784,770784,770112,770115,770113,,-10;10;0.7,,0;0;1,미니드래곤,,,,,,,,,
20211110,2021/11/10,수,2021-10-28 0:00:00,2021-11-11 0:00:00,,,0,0,빛 미니드래곤,빛 미니드래곤,빛 미니드래곤,물 페어리드래곤,어둠 페어리드래곤,불 페어리드래곤,,,770784,770784,770784,770112,770115,770113,,-10;10;0.7,,0;0;1,미니드래곤,,,,,,,,,
20211111,2021/11/11,목,2021-10-28 0:00:00,2021-11-25 0:00:00,,,0,14,어둠 틸키,어둠 틸키,어둠 틸키,빛 파라오드래곤,어둠 베네지드래곤,땅 테디드래곤,,,771505,771505,771505,770314,770635,770511,,-10;10;0.7,,0;0;1,틸키,,,,,,,,,
20211112,2021/11/12,금,2021-10-28 0:00:00,2021-11-25 0:00:00,,,0,0,어둠 틸키,어둠 틸키,어둠 틸키,빛 파라오드래곤,어둠 베네지드래곤,땅 테디드래곤,,,771505,771505,771505,770314,770635,770511,,-10;10;0.7,,0;0;1,틸키,,,,,,,,,
20211113,2021/11/13,토,2021-11-11 0:00:00,2021-11-25 0:00:00,,,14,0,빛 포세이돈,빛 포세이돈,빛 포세이돈,땅 테디드래곤,불 삐에로드래곤,불 사이커드래곤,,,771564,771564,771564,770511,770303,770123,,-10;10;0.7,,0;0;1,포세이돈,,,,,,,,,
20211114,2021/11/14,일,2021-11-11 0:00:00,2021-11-25 0:00:00,,,0,0,빛 포세이돈,빛 포세이돈,빛 포세이돈,땅 테디드래곤,불 삐에로드래곤,불 사이커드래곤,,,771564,771564,771564,770511,770303,770123,,-10;10;0.7,,0;0;1,포세이돈,,,,,,,,,
20211115,2021/11/15,월,2021-11-11 0:00:00,2021-11-25 0:00:00,,,0,0,빛나는 전설의 알,전설의 알,전설의 알,초월의 알,고대의 알,고대의 알,,,703001,703005,703005,703003,703019,703019,,-10;10;0.7,,0;0;1,전설의 알,,,,,,,,,
20211116,2021/11/16,화,2021-11-11 0:00:00,2021-11-25 0:00:00,,,0,0,어둠 유리온,어둠 유리온,어둠 유리온,어둠 뱃도치드래곤,어둠 페어리드래곤,어둠 사이커드래곤,,,771515,771515,771515,771115,770115,770125,,-10;10;0.7,,0;0;1,유리온,,,,,,,,,
20211117,2021/11/17,수,2021-11-11 0:00:00,2021-11-25 0:00:00,,,0,0,어둠 유리온,어둠 유리온,어둠 유리온,어둠 뱃도치드래곤,어둠 페어리드래곤,어둠 사이커드래곤,,,771515,771515,771515,771115,770115,770125,,-10;10;0.7,,0;0;1,유리온,,,,,,,,,
20211118,2021/11/18,목,2021-11-11 0:00:00,2021-11-25 0:00:00,,,0,0,빛 트로페우스,빛 트로페우스,빛 트로페우스,빛 말덱,땅 말덱,물 말덱,,,771164,771164,771164,770644,770641,770642,,-10;10;0.7,,0;0;1,트로페우스,,,,,,,,,
20211119,2021/11/19,금,2021-11-11 0:00:00,2021-11-25 0:00:00,,,0,0,빛 트로페우스,빛 트로페우스,빛 트로페우스,빛 말덱,땅 말덱,물 말덱,,,771164,771164,771164,770644,770641,770642,,-10;10;0.7,,0;0;1,트로페우스,,,,,,,,,
