id,pg_id,type_id,pid,r_type,level,exp,item,r_item_comment,r_item_count
10209,1,2,121702,premium,9,12600,700101;2000,날개,"2,000"
10210,1,2,121702,premium,10,14000,779255;8,전설 스킬 슬라임,8
10211,1,2,121702,premium,11,15400,700101;2000,날개,"2,000"
10212,1,2,121702,premium,12,16800,700101;2000,날개,"2,000"
10213,1,2,121702,premium,13,18200,700101;2000,날개,"2,000"
10214,1,2,121702,premium,14,19600,700101;2000,날개,"2,000"
10215,1,2,121702,premium,15,21000,760005;320,전설 강화 포인트,320
10216,1,2,121702,premium,16,22400,700101;2000,날개,"2,000"
10217,1,2,121702,premium,17,23800,700101;2000,날개,"2,000"
10218,1,2,121702,premium,18,25200,700101;2000,날개,"2,000"
10219,1,2,121702,premium,19,26600,700101;2000,날개,"2,000"
10220,1,2,121702,premium,20,28000,741041;2,특정 재료,2
10221,1,2,121702,premium,21,29400,700101;2000,날개,"2,000"
10222,1,2,121702,premium,22,30800,700101;2000,날개,"2,000"
10223,1,2,121702,premium,23,32200,700101;2000,날개,"2,000"
10224,1,2,121702,premium,24,33600,700101;2000,날개,"2,000"
10225,1,2,121702,premium,25,35000,700009;60,토파즈,60
10226,1,2,121702,premium,26,36400,700101;2000,날개,"2,000"
10227,1,2,121702,premium,27,37800,700101;2000,날개,"2,000"
10228,1,2,121702,premium,28,39200,700101;2000,날개,"2,000"
10229,1,2,121702,premium,29,40600,700101;2000,날개,"2,000"
10230,1,2,121702,premium,30,42000,700002;20000000,골드,"20,000,000"
