id,date,r_count,r_date,type,r_name,value,hour,badge,t_desc,r_comment,notice_date
20210202_01,20210202,1,2021. 2. 2 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210203_01,20210203,1,2021. 2. 3 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210204_01,20210204,1,2021. 2. 4 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210205_01,20210205,1,2021. 2. 5 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210206_01,20210206,1,2021. 2. 6 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210207_01,20210207,1,2021. 2. 7 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210208_01,20210208,1,2021. 2. 8 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210209_01,20210209,1,2021. 2. 9 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210210_01,20210210,1,2021. 2. 10 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210211_01,20210211,1,2021. 2. 11 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210212_01,20210212,1,2021. 2. 12 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210213_01,20210213,1,2021. 2. 13 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210214_01,20210214,1,2021. 2. 14 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210215_01,20210215,1,2021. 2. 15 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210216_01,20210216,1,2021. 2. 16 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210217_01,20210217,1,2021. 2. 17 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210218_01,20210218,1,2021. 2. 18 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210219_01,20210219,1,2021. 2. 19 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210220_01,20210220,1,2021. 2. 20 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210221_01,20210221,1,2021. 2. 21 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210222_01,20210222,1,2021. 2. 22 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210223_01,20210223,1,2021. 2. 23 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210224_01,20210224,1,2021. 2. 24 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210225_01,20210225,1,2021. 2. 25 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210226_01,20210226,1,2021. 2. 26 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210227_01,20210227,1,2021. 2. 27 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210228_01,20210228,1,2021. 2. 28 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210301_01,20210301,1,2021. 3. 1 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210302_01,20210302,1,2021. 3. 2 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210303_01,20210303,1,2021. 3. 3 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210304_01,20210304,1,2021. 3. 4 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210305_01,20210305,1,2021. 3. 5 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210306_01,20210306,1,2021. 3. 6 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210307_01,20210307,1,2021. 3. 7 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210308_01,20210308,1,2021. 3. 8 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210309_01,20210309,1,2021. 3. 9 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210310_01,20210310,1,2021. 3. 10 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210311_01,20210311,1,2021. 3. 11 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210311_02,20210311,2,2021. 3. 11 (목),ad_st_dc,모험 날개 할인,1,2,,프리 패스 핫타임 이벤트,,
20210312_01,20210312,1,2021. 3. 12 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210312_02,20210312,2,2021. 3. 12 (금),ad_st_dc,모험 날개 할인,1,2,,프리 패스 핫타임 이벤트,,
20210313_01,20210313,1,2021. 3. 13 (토),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210313_02,20210313,2,2021. 3. 13 (토),dg_gd_st_dc,거대용 던전 날개 할인,1,2,,프리 패스 핫타임 이벤트,,
20210314_01,20210314,1,2021. 3. 14 (일),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210314_02,20210314,2,2021. 3. 14 (일),dg_gd_st_dc,거대용 던전 날개 할인,1,2,,프리 패스 핫타임 이벤트,,
20210315_01,20210315,1,2021. 3. 15 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210315_02,20210315,2,2021. 3. 15 (월),dg_gt_st_dc,거목 던전 날개 할인,1,2,,프리 패스 핫타임 이벤트,,
20210316_01,20210316,1,2021. 3. 16 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210316_02,20210316,2,2021. 3. 16 (화),dg_gt_st_dc,거목 던전 날개 할인,1,2,,프리 패스 핫타임 이벤트,,
20210317_01,20210317,1,2021. 3. 17 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210318_01,20210318,1,2021. 3. 18 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210319_01,20210319,1,2021. 3. 19 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210320_01,20210320,1,2021. 3. 20 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210321_01,20210321,1,2021. 3. 21 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210322_01,20210322,1,2021. 3. 22 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210323_01,20210323,1,2021. 3. 23 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210324_01,20210324,1,2021. 3. 24 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210325_01,20210325,1,2021. 3. 25 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210326_01,20210326,1,2021. 3. 26 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210327_01,20210327,1,2021. 3. 27 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210328_01,20210328,1,2021. 3. 28 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210329_01,20210329,1,2021. 3. 29 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210330_01,20210330,1,2021. 3. 30 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210331_01,20210331,1,2021. 3. 31 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210401_01,20210401,1,2021. 4. 1 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210402_01,20210402,1,2021. 4. 2 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210403_01,20210403,1,2021. 4. 3 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210404_01,20210404,1,2021. 4. 4 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210405_01,20210405,1,2021. 4. 5 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210406_01,20210406,1,2021. 4. 6 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210407_01,20210407,1,2021. 4. 7 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210408_01,20210408,1,2021. 4. 8 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210409_01,20210409,1,2021. 4. 9 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210410_01,20210410,1,2021. 4. 10 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210411_01,20210411,1,2021. 4. 11 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210412_01,20210412,1,2021. 4. 12 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210413_01,20210413,1,2021. 4. 13 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210414_01,20210414,1,2021. 4. 14 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210415_01,20210415,1,2021. 4. 15 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210416_01,20210416,1,2021. 4. 16 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210417_01,20210417,1,2021. 4. 17 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210418_01,20210418,1,2021. 4. 18 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210419_01,20210419,1,2021. 4. 19 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210420_01,20210420,1,2021. 4. 20 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210421_01,20210421,1,2021. 4. 21 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210422_01,20210422,1,2021. 4. 22 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210423_01,20210423,1,2021. 4. 23 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210424_01,20210424,1,2021. 4. 24 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210425_01,20210425,1,2021. 4. 25 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210426_01,20210426,1,2021. 4. 26 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210427_01,20210427,1,2021. 4. 27 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210428_01,20210428,1,2021. 4. 28 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210429_01,20210429,1,2021. 4. 29 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210430_01,20210430,1,2021. 4. 30 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210501_01,20210501,1,2021. 5. 1 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210502_01,20210502,1,2021. 5. 2 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210503_01,20210503,1,2021. 5. 3 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210504_01,20210504,1,2021. 5. 4 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210505_01,20210505,1,2021. 5. 5 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210506_01,20210506,1,2021. 5. 6 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210507_01,20210507,1,2021. 5. 7 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210508_01,20210508,1,2021. 5. 8 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210509_01,20210509,1,2021. 5. 9 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210510_01,20210510,1,2021. 5. 10 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210511_01,20210511,1,2021. 5. 11 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210512_01,20210512,1,2021. 5. 12 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210513_01,20210513,1,2021. 5. 13 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210514_01,20210514,1,2021. 5. 14 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210515_01,20210515,1,2021. 5. 15 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210516_01,20210516,1,2021. 5. 16 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210517_01,20210517,1,2021. 5. 17 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210518_01,20210518,1,2021. 5. 18 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210519_01,20210519,1,2021. 5. 19 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210520_01,20210520,1,2021. 5. 20 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210521_01,20210521,1,2021. 5. 21 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210522_01,20210522,1,2021. 5. 22 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210523_01,20210523,1,2021. 5. 23 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210524_01,20210524,1,2021. 5. 24 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210525_01,20210525,1,2021. 5. 25 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210526_01,20210526,1,2021. 5. 26 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210527_01,20210527,1,2021. 5. 27 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210528_01,20210528,1,2021. 5. 28 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210529_01,20210529,1,2021. 5. 29 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210530_01,20210530,1,2021. 5. 30 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210531_01,20210531,1,2021. 5. 31 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210601_01,20210601,1,2021. 6. 1 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210602_01,20210602,1,2021. 6. 2 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210603_01,20210603,1,2021. 6. 3 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210604_01,20210604,1,2021. 6. 4 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210605_01,20210605,1,2021. 6. 5 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210606_01,20210606,1,2021. 6. 6 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210607_01,20210607,1,2021. 6. 7 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210608_01,20210608,1,2021. 6. 8 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210609_01,20210609,1,2021. 6. 9 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210610_01,20210610,1,2021. 6. 10 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210611_01,20210611,1,2021. 6. 11 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210612_01,20210612,1,2021. 6. 12 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210613_01,20210613,1,2021. 6. 13 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210614_01,20210614,1,2021. 6. 14 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210615_01,20210615,1,2021. 6. 15 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210616_01,20210616,1,2021. 6. 16 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210617_01,20210617,1,2021. 6. 17 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210618_01,20210618,1,2021. 6. 18 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210619_01,20210619,1,2021. 6. 19 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210620_01,20210620,1,2021. 6. 20 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210621_01,20210621,1,2021. 6. 21 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210622_01,20210622,1,2021. 6. 22 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210623_01,20210623,1,2021. 6. 23 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210624_01,20210624,1,2021. 6. 24 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210625_01,20210625,1,2021. 6. 25 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210626_01,20210626,1,2021. 6. 26 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210627_01,20210627,1,2021. 6. 27 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210628_01,20210628,1,2021. 6. 28 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210629_01,20210629,1,2021. 6. 29 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210630_01,20210630,1,2021. 6. 30 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210701_01,20210701,1,2021. 7. 1 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210702_01,20210702,1,2021. 7. 2 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210703_01,20210703,1,2021. 7. 3 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210704_01,20210704,1,2021. 7. 4 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210705_01,20210705,1,2021. 7. 5 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210706_01,20210706,1,2021. 7. 6 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210707_01,20210707,1,2021. 7. 7 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210708_01,20210708,1,2021. 7. 8 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210709_01,20210709,1,2021. 7. 9 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210710_01,20210710,1,2021. 7. 10 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210711_01,20210711,1,2021. 7. 11 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210712_01,20210712,1,2021. 7. 12 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210713_01,20210713,1,2021. 7. 13 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210714_01,20210714,1,2021. 7. 14 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210715_01,20210715,1,2021. 7. 15 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210716_01,20210716,1,2021. 7. 16 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210717_01,20210717,1,2021. 7. 17 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210718_01,20210718,1,2021. 7. 18 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210719_01,20210719,1,2021. 7. 19 (월),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210720_01,20210720,1,2021. 7. 20 (화),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210721_01,20210721,1,2021. 7. 21 (수),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210722_01,20210722,1,2021. 7. 22 (목),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210723_01,20210723,1,2021. 7. 23 (금),exp_up,모험 드래곤 경험치 증가,0.5,2,,,,
20210724_01,20210724,1,2021. 7. 24 (토),exp_up,모험 드래곤 경험치 증가,1,2,,,,
20210725_01,20210725,1,2021. 7. 25 (일),exp_up,모험 드래곤 경험치 증가,1,2,,,,
