list_id,event_type,event_id,t_name,ui_priority,full_popup,user_lv,start_date,end_date,target_server,target_language,feature,icon,banner,lobby_banner,url,package_name,target_app_version
34,attendance_event,50023,복귀 유저 출석체크 이벤트,11,,,2021-11-05 00:00:00,2021-12-17 00:00:00,,,,res/ui/event/list_attendance_return.png,,,,,
35,attendance_event,50024,스페셜 출석체크 이벤트,11,,,2021-11-05 00:00:00,2021-12-17 00:00:00,,,,res/ui/event/list_attendence_01.png,,,,,
36,attendance_event,50025,눈꽃축제 출석체크 이벤트,11,,,2021-11-05 00:00:00,2021-11-05 00:00:00,,,,res/ui/event/list_attendence_01.png,,,,,
37,attendance_event,50049,새해맞이 출석 이벤트,11,,,2024-01-29 00:00:00,2024-02-21 00:00:00,,,,res/ui/event/list_attendence_01.png,,,,,
38,attendance_event,50030,글로벌 서버 오픈 기념\n출석 이벤트,2,,,2022-05-30 00:00:00,2022-07-01 00:00:00,,,,res/ui/event/list_attendence_01.png,,lobby_banner_event_attendance.ui,,,
39,attendance_event,50035,출석 이벤트,11,,,2022-10-21 00:00:00,2022-11-04 00:00:00,,,,res/ui/event/list_costume_02.png,,,,,
40,attendance_event,50040,화이트데이\\n특별 출석 이벤트,11,,,2023-03-03 00:00:00,2023-03-28 00:00:00,,,,res/ui/event/list_attendance_new.png,,,,,
41,attendance_event,50042,인기 신화 드래곤 소환\\n기념 출석 이벤트,11,,,2023-06-07 00:00:00,2023-06-14 00:00:00,,,,res/ui/event/list_attendance_new.png,,,,,
42,attendance_basic,normal,출석,15,,,,,,,,res/ui/event/list_attendence_01.png,,,,,
43,attendance_event,50046,할로윈 출석 이벤트,11,,,2023-10-24 00:00:00,2023-11-09 00:00:00,,,,res/ui/event/list_attendance_new.png,,,,,
44,attendance_event,50044,6주년 출석 이벤트,11,,,2023-08-14 00:00:00,2023-09-06 00:00:00,,,,res/ui/event/list_attendence_01.png,,,,,
45,event_1st_comeback,,복귀유저 환영 이벤트,,,,,,,,,res/ui/event/list_1st_anniversary.png,,,,,
46,event_global_1st_comeback,,복귀유저 환영 이벤트,,70,,2019-02-07 00:00:00,2019-02-10 00:00:00,,,,res/ui/event/list_1st_anniversary.png,event_1st_comeback.ui,,,,
47,event_thanks_anniversary_global2nd,,글로벌 2주년 기념 감사 이벤트,1,70,,2001-04-09 00:00:00,2001-04-14 00:00:00,,,,res/ui/event/list_thanks.png,event_thanks_anniversary.ui,,,,
48,event_dmgate_01,,차원문 업데이트\\n감사 이벤트,3,2,,2021-04-14 00:00:00,2021-04-29 00:00:00,,,,res/ui/event/list_thanks.png,event_thanks_anniversary.ui,,,,
49,event_recall,,드래곤 리콜,,,,2022-10-21 00:00:00,2022-11-04 00:00:00,,,,,,,,,
50,event_gold_bonus,,,,,,,,,,,,,,,,
51,event_dia_discount,,다이아 보너스,,40,,2021-05-29 00:00:00,2021-06-01 00:00:00,,,,,,,,,
52,event_newserver,,글로벌 서버 오픈 기념\n경품 이벤트,1,100,,2022-05-30 00:00:00,2022-06-19 00:00:00,,,,res/ui/event/list_new_server.png,event_reward.ui,lobby_banner_new_server.ui,,,
53,access_time,,접속 시간 보상,16,,,2021-04-14 00:00:00,2021-04-29 00:00:00,,,,res/ui/event/list_time_reward.png,,,,,
54,highbrow_shop,,드빌 전용관,17,,,,,,,,res/ui/event/list_capsule.png,,,,,
55,costume_event,,할로윈 코스튬 판매,7,,,2022-10-21 00:00:00,2022-11-04 00:00:00,,,,res/ui/event/list_costume_02.png,,,,,
56,lobby_deco,story_dungeon,,,,,2024-01-17 00:00:00,2024-02-07 00:00:00,,,,,,,,,
57,purchase_daily,1050008,일일 충전 선물,,50,,2024-02-01 00:00:00,2024-02-21 00:00:00,,,,res/ui/event/list_purchase_daily.png,event_purchase_daily.ui,,,,
58,purchase_daily,1030011,일일 충전 선물,,50,,2022-10-21 00:00:00,2022-11-04 00:00:00,,,,res/ui/event/list_purchase_daily.png,event_purchase_daily.ui,,,,
59,purchase_point,1500004,누적 결제 이벤트,,-5,,,,,,,,,,,,
60,purchase_point,1600001,누적 결제 이벤트,,-5,,,,,,,,,,,,
61,purchase_point,1610001,누적 결제 이벤트,,-5,,,,,,,,,,,,
62,purchase_point,1620001,누적 결제 이벤트,,-5,,,,,,,,,,,,
63,package_montly_egg,,신화 기원 알 패키지,3,55,5,2023-12-01 00:00:00,2023-12-04 00:00:00,,,,,,,,,
64,package_lucky_box_dia,,다이아 랜덤 박스,3,55,5,2024-01-17 00:00:00,2024-01-24 00:00:00,,,,,,,,,
65,package_rune_grind_pack_02,,룬 연마석 꾸러미,,55,5,2023-01-02 00:00:00,2024-01-10 00:00:00,,,,,,,,,
66,package_lucky_box_reinforce_point,,강화 포인트 랜덤 박스,,55,5,2024-01-10 00:00:00,2024-01-17 00:00:00,,,,,,,,,
67,package_league_raid,,대박 기원 알 패키지,,55,5,2023-04-26 00:00:00,2023-05-03 00:00:00,,,,,,,,,
68,package_rune_box_plus,,7등급 룬 뽑기 패키지,3,55,5,2023-06-27 00:00:00,2023-06-27 00:00:00,,,,,,,,,
69,shop_daily,,일일 상점,,,,,,,,,,,,,,
70,package_gold_all_02,,,,55,5,2018-11-12 00:00:00,2018-11-19 00:00:00,,,,,,,,,
71,package_lucky_box,,,,55,5,2020-08-27 00:00:00,2020-09-01 00:00:00,,,,,,,,,
72,package_lucky_box_9.9k,,만원의 행복,,55,5,2021-05-05 00:00:00,2021-05-13 00:00:00,,,,,,,,,
73,package_lucky_box_9.9k,,만원의 행복,,55,5,2021-03-27 00:00:00,2021-03-29 00:00:00,,,,,,,,,
74,package_lucky_box_9.9k,,만원의 행복,,55,5,2021-03-29 00:00:00,2021-04-01 00:00:00,,,,,,,,,
75,package_lucky_box_9.9k_02,,만원의 행복,,55,5,2019-12-01 00:00:00,2019-12-07 00:00:00,,,,,,,,,
76,package_1st_anniversary,,1주년 스페셜 패키지,,,,,,,,,,,,,,
77,package_adventure_clear,,,,,,,,,,,,,,,,
78,package_worldcup,,,,,,,,,,,,,,,,
79,package_step_period,,,,55,5,2020-02-01 00:00:00,2020-02-10 00:00:00,,,,,,,,,
80,package_new_year_03,,,,55,5,2019-01-01 00:00:00,2019-01-07 00:00:00,,,,,,,,,
81,package_global_anniversary,,글로벌 1주년 기념 패키지,,55,5,2019-01-24 00:00:00,2019-02-07 00:00:00,,,,,,,,,
82,package_rune_grind,,룬 연마 패키지,,55,5,2020-09-12 00:00:00,2020-09-15 00:00:00,,,,,,,,,
83,package_advanced_ticket,,고급 소환권 패키지,,55,5,2020-05-27 00:00:00,2020-06-01 00:00:00,,,,,,,,,
84,package_mastery_material,,특성 재료 패키지,,55,5,2021-06-14 00:00:00,2021-06-17 00:00:00,,,,,,,,,
85,package_mastery_material,,특성 재료 패키지,,55,5,2020-12-07 00:00:00,2020-12-14 00:00:00,,,,,,,,,
86,package_mastery_material_water,,물 속성 전설 특성 재료 패키지,,55,5,2020-09-15 00:00:00,2020-09-18 00:00:00,,,,,,,,,
87,package_mastery_material_water,,물 속성 전설 특성 재료 패키지,,55,5,2020-09-18 00:00:00,2020-09-21 00:00:00,,,,,,,,,
88,package_supersale_reinforce,,강화 포인트 패키지,,55,5,2019-11-12 00:00:00,2019-11-18 00:00:00,,,,,,,,,
89,package_supersale_skill,,스킬 슬라임 패키지,,55,5,2019-10-09 00:00:00,2019-10-14 00:00:00,,,,,,,,,
90,package_supersale_super,,슈퍼 슬라임 패키지,,55,5,2018-12-06 00:00:00,2018-12-13 00:00:00,,,,,,,,,
91,package_mythical,,신화의 알 패키지,,55,5,2021-01-18 00:00:00,2021-01-23 00:00:00,,,,,,,,,
92,package_attr_legend,,속성 전설의 알 패키지,,55,5,2021-01-14 00:00:00,2021-01-18 00:00:00,,,,,,,,,
93,package_absolute,,절대적인 전설의 알 패키지,,55,5,2021-09-03 00:00:00,2021-09-06 00:00:00,,,,,,,,,
94,package_nurture,,할로윈 패키지,,55,5,2019-10-25 00:00:00,2019-11-01 00:00:00,,,,,,,,,
95,package_new_dragon_02,,미스틱티니 패키지,,55,5,2019-07-29 00:00:00,2019-08-01 00:00:00,,,,,,,,,
96,package_clan_war,,전설 드래곤 육성 패키지,,55,5,2021-06-24 00:00:00,2021-06-25 00:00:00,,,,,,,,,
97,package_fostering_hero,,영웅 드래곤 육성 패키지,,55,5,2020-11-23 00:00:00,2020-11-25 00:00:00,,,,,,,,,
98,package_fostering_rare,,희귀 드래곤 육성 패키지,,55,5,2020-11-25 00:00:00,2020-11-26 00:00:00,,,,,,,,,
99,package_dragon_choice_hero,,영웅 드래곤 선택권 패키지,,55,5,2021-01-04 00:00:00,2021-01-08 00:00:00,,,,,,,,,
100,package_onestore_launch_01,,원스토어 출시 기념 패키지 1,,55,5,2020-03-25 10:00:00,2020-04-08 00:00:00,,,,,,,,,
101,package_onestore_launch_02,,원스토어 출시 기념 패키지 2,,55,5,2020-03-25 10:00:00,2020-04-08 00:00:00,,,,,,,,,
102,package_capsule_coin,,캡슐코인 패키지,,55,5,2022-12-24 00:00:00,2022-12-26 00:00:00,,,,,,,,,
103,package_capsule_coin,,캡슐코인 패키지,,55,5,2022-12-31 00:00:00,2023-01-02 00:00:00,,,,,,,,,
104,package_capsule_coin,,캡슐코인 패키지,,55,5,2023-01-07 00:00:00,2023-01-09 00:00:00,,,,,,,,,
105,package_capsule_coin,,캡슐코인 패키지,,55,5,2023-01-14 00:00:00,2023-01-16 00:00:00,,,,,,,,,
106,package_monthly_02,,월간 환상 패키지,,55,5,2020-05-21 00:00:00,2020-05-23 00:00:00,,,,,,,,,
107,package_daebak,,월간 소환알 패키지,,55,5,2020-05-18 00:00:00,2020-05-19 00:00:00,,,,,,,,,
108,package_adventure_clear_03,,모험 돌파 패키지,,55,5,2021-05-24 00:00:00,2021-05-26 00:00:00,,,,,,,,,
109,package_levelup_03,,레벨업 패키지,,55,5,2021-06-17 00:00:00,2021-06-19 00:00:00,,,,,,,,,
110,package_adventure_clear_03,,모험 돌파 패키지,,55,5,2021-06-19 00:00:00,2021-06-21 00:00:00,,,,,,,,,
111,package_levelup_03,,레벨업 패키지,,55,5,2021-05-31 00:00:00,2021-06-02 00:00:00,,,,,,,,,
112,package_adventure_clear_04,,모험 돌파 패키지,,55,5,2022-03-30 00:00:00,2022-04-01 00:00:00,,,,,,,,,
113,package_levelup_04,,레벨업 패키지,,55,5,2022-04-03 00:00:00,2022-04-05 00:00:00,,,,,,,,,
114,package_adventure_clear_04,,모험 돌파 패키지,,55,5,2022-04-05 00:00:00,2022-04-07 00:00:00,,,,,,,,,
115,package_starter_2,,,,55,5,2019-11-29 00:00:00,2019-12-01 00:00:00,,,,,,,,,
116,package_lucky_bag,,복주머니 패키지,,55,5,2024-01-29 00:00:00,2024-02-21 00:00:00,,,,,,,,,
117,package_step_period,,기간한정 단계별 패키지,,55,5,2021-11-05 00:00:00,2021-11-07 00:00:00,,,,,,,,,
118,package_summer_event,,봄 맞이 패키지,,55,5,2023-02-28 00:00:00,2023-03-14 00:00:00,,,,,,,,,
119,package_step_03,,단계별 패키지,,55,5,2021-02-17 00:00:00,2021-02-18 00:00:00,,,,,,,,,
120,package_collabo_dv,,DVM x DV 페스티벌 특별 패키지,,55,5,2020-11-26 00:00:00,2020-12-01 00:00:00,,,,,,,,,
121,package_attr_tower_popup,,시험의 탑 정복 선물,,55,5,2021-01-02 00:00:00,2021-01-11 00:00:00,,,,,,,,,
122,package_super_slime_swarm,,슈퍼 슬라임 군단 패키지,,55,5,2021-01-13 00:00:00,2023-01-21 00:00:00,,,,,,,,,
123,package_dragon_summon_100,,드래곤 100회 뽑기,,55,5,2021-07-03 00:00:00,2021-07-12 00:00:00,,,,,,,,,
124,package_mastery_material_attr,,속성 전설 특성 재료 패키지,,55,5,2021-03-06 00:00:00,2021-03-13 00:00:00,,,,,,,,,
125,package_costume,,코스튬 패키지,,55,5,2023-05-31 00:00:00,2023-06-07 00:00:00,,,,,,,,,
126,package_bingo_token,,빙고 토큰 패키지,,55,5,2023-12-05 00:00:00,2023-12-20 00:00:00,,,,,,,,,
127,package_step_period,,,,55,5,2021-04-21 00:00:00,2021-04-24 00:00:00,,,,,,,,,
128,package_bundle_egg,,초월의 알 꾸러미,,55,5,2021-04-22 00:00:00,2021-04-28 00:00:00,,,,,,,,,
129,package_rune_box_02,,룬 10개 뽑기 상자 1+1 이벤트,,55,5,2021-06-05 00:00:00,2021-06-10 00:00:00,,,,,,,,,
130,package_dmgate_angra,,차원문 돌파 패키지,,55,5,2021-05-18 00:00:00,2021-05-22 00:00:00,,,,,,,,,
131,package_step_period_3step,,기간 한정 단계별 패키지,,55,5,2022-02-23 00:00:00,2022-03-01 00:00:00,,,,,,,,,
132,package_weidel_festival_01,,바이델 축제 기념 패키지,,55,5,2023-04-28 00:00:00,2023-05-12 00:00:00,,,,,,,,,
133,package_lucky_bag_01,,달빛축제 패키지,,55,5,2023-04-28 00:00:00,2023-05-12 00:00:00,,,,,,,,,
134,package_halloween_pack,,잭-오-랜턴 패키지,,55,5,2023-10-23 00:00:00,2023-11-09 00:00:00,,,,,,,,,
135,package_winter_festival_01,,눈꽃 축제 패키지,,55,5,2023-10-23 00:00:00,2023-11-09 00:00:00,,,,,,,,,
136,package_winter_festival_02,,새해맞이 패키지,,55,5,2024-01-28 00:00:00,2024-02-21 00:00:00,,,,,,,,,
137,package_roulette,,돌림판 티켓 패키지,,55,5,2023-12-12 00:00:00,2024-01-03 00:00:00,,,,,,,,,
138,package_roulette,,돌림판 티켓 패키지,,55,5,2022-05-01 00:00:00,2022-05-02 00:00:00,,,,,,,,,
139,package_new_year,,새해 기념 패키지,,55,5,2023-01-01 00:00:00,2023-01-09 00:00:00,,,,,,,,,
140,package_featured2,,구글 피처드 선정 기념,,55,5,2022-06-10 00:00:00,2022-06-16 00:00:00,,,,,,,,,
141,package_special_period_5step,,5주년 기념 연속 패키지,,55,5,2022-08-25 12:00:00,2022-09-01 00:00:00,,,,,,,,,
142,package_step_period_3step,,5주년 기념 단계별 패키지,,55,5,2022-08-29 00:00:00,2022-09-05 00:00:00,,,,,,,,,
143,package_option_rune,,옵션 확정! 피해 룬 패키지 ,2,55,5,2022-12-16 00:00:00,2022-12-21 00:00:00,,,,,package_option_rune.ui,,,,
144,package_gold_double,,골드 묻고 더블로 가! 패키지,2,55,5,2024-01-10 00:00:00,2024-01-17 00:00:00,,,,,package_gold_double.ui,,,,
145,package_lucky_box_9.9k,,만원의 행복 패키지,2,55,5,2023-05-21 00:00:00,2023-05-28 00:00:00,,,,,package_lucky_box_9.9k.ui,,,,
146,package_lucky_box_9.9k_60,,특성 강화 재료 랜덤박스,,55,5,2022-11-19 00:00:00,2022-11-25 00:00:00,,,,,package_lucky_box_mastery_popup.ui,,,,
147,package_lucky_box_9.9k_70,,노려라! 속성 전설알 랜덤박스,,55,5,2022-11-21 00:00:00,2022-11-28 00:00:00,,,,,package_lucky_box_egg_popup.ui,,,,
148,package_festival_soccer,,축구 축제 승리기원 알 패키지,,55,5,2022-11-21 00:00:00,2022-11-28 00:00:00,,,,,package_festival_soccer.ui,,,,
149,package_lucky_box_absolute_egg,,절대적인 전설의 알 랜덤박스,,55,5,2023-06-14 00:00:00,2023-06-21 00:00:00,,,,,,,,,
150,package_lucky_box_9.9k_90,,전설룬 만원의 행복 랜덤박스,,55,5,2021-12-15 00:00:00,2021-12-17 00:00:00,,,,,,,,,
151,package_featured,,구글 피처드 선정 기념,,55,5,2022-12-09 00:00:00,2022-12-16 00:00:00,,,,,,,,,
152,banner,,H조 승리 맞추기 이벤트,8,40,5,2022-11-23 00:00:00,2022-12-02 00:00:00,,ko,,res/ui/event/list_attendance_return.png,notice_popup_02.ui,,https://cafe.naver.com/dragonvillagemobile/155475,,
153,banner,,좋아하는 나라 응원도 하고 보상도 받고 !,9,40,5,2022-11-21 00:00:00,2022-11-28 00:00:00,,ko,,res/ui/event/list_attendance_new.png,notice_popup.ui,,https://cafe.naver.com/dragonvillagemobile/155475,,
154,banner,,좋아하는 나라 응원도 하고 보상도 받고 !,9,40,5,2022-11-21 00:00:00,2022-11-28 00:00:00,,"ja, en, zh, th, es",,res/ui/event/list_attendance_new.png,notice_popup.ui,,https://discord.gg/URpDncuDPV,,
155,highbrow_vip,,Highbrow VIP 팝업,,110,5,2022-05-17 00:00:00,2032-12-31 00:00:00,Korea;Global,ko,,,,,,,
156,banner,,업데이트 안내,,10,5,2022-12-21 00:00:00,2022-12-28 00:00:00,,,,,event_update.ui,,,,
157, ,,캡슐 뽑기 이벤트,,10,5,2022-10-29 00:00:00,2022-10-31 00:00:00,,,,res/ui/event/list_capsule_box.png,event_capsule_1st.ui,,,,
158,banner,,캡슐 뽑기 이벤트,,10,5,2022-11-05 00:00:00,2022-11-07 00:00:00,,,,res/ui/event/list_capsule_box.png,event_capsule_1st.ui,,,,
159,banner,,캡슐 뽑기 이벤트,,10,5,2022-11-12 00:00:00,2022-11-14 00:00:00,,,,res/ui/event/list_capsule_box.png,event_capsule_1st.ui,,,,
160,banner,,캡슐 뽑기 이벤트,,10,5,2022-11-19 00:00:00,2022-11-21 00:00:00,,,,res/ui/event/list_capsule_box.png,event_capsule_1st.ui,,,,
161,banner,,캡슐 뽑기 이벤트,,10,5,2022-11-26 00:00:00,2022-11-28 00:00:00,,,,res/ui/event/list_capsule_box.png,event_capsule_1st.ui,,,,
162,banner,,"신규 드래곤 출시(한정,토파즈)",,0,5,2022-04-16 00:00:00,2022-04-23 00:00:00,,,,,event_dragon_launch.ui,,,,
163,banner,,신규 신화 드래곤 출시,,0,5,2023-11-21 00:00:00,2023-11-30 00:00:00,,,,,event_dragon_myth.ui,,,,
164,dragon_myth_return,,신규 확률업 일정 팝업 자동화 (이벤트 한정 -> 일반 픽업 편입),,55,5,2023-03-16 00:00:00,2036-12-22 00:00:00,,,,,,,,,
165,banner,,시험의 탑,,0,5,2021-09-15 00:00:00,2021-10-11 00:00:00,,,,,event_attr_tower.ui,,,,
166,banner,,드래곤 밸런스 조정,,30,5,2020-07-27 00:00:00,2020-07-30 00:00:00,,,,,event_balance.ui,,,,
167,banner,,드래곤 밸런스 조정,,30,5,2020-06-20 00:00:00,2020-06-22 00:00:00,,,,,event_balance.ui,,,,
168,banner,,그림자의 신전,,20,10,2023-07-10 00:00:00,2023-07-17 00:00:00,,,,,event_challenge_mode.ui,,,,
169,banner,,그랜드 콜로세움,,30,10,2023-12-05 00:00:00,2023-12-05 00:00:00,,,,,event_grand_arena.ui,,,,
170,banner,,환상 던전,,60,5,2019-06-07 00:00:01,2019-06-12 00:00:01,,,,,event_illusion_popup.ui,,,,
171,banner,,불지옥 난이도 출시,,70,5,2023-09-22 00:00:00,2023-10-04 00:00:00,,,,,event_adventure_hellfire.ui,,,,
172,banner,,클랜전 업데이트,,0,5,2023-02-08 00:00:00,2023-02-26 00:00:00,Europe,,,,event_clan_war.ui,,,,
173,banner,,드래곤 히어로즈 택틱스\\n프로모션,1,0,5,2020-04-06 00:00:00,2020-04-13 00:00:00,,,,res/ui/event/list_cross_promotion.png,event_dht_promotion.ui,,https://perplelab.sng.link/Don2b/v08o,,
174,banner,,드래곤빌리지\\n프로모션,1,30,5,2020-09-27 00:00:00,2020-10-01 00:00:00,Korea,,,res/ui/event/list_cross_promotion.png,event_dv1_promotion.ui,,https://app.adjust.com/aie6c8f?campaign=DragonVillageM_20200928,,
175,banner,,원스토어 30% 캐쉬백,-1,-10,5,2020-04-16 00:00:00,2020-04-17 00:00:00,,,,res/ui/event/list_promotion_onestore_cashback.png,event_promotion_onestore_cashback.ui,,https://cafe.naver.com/dragonvillagemobile/97228,,
176,banner,,핫타임 이벤트,,-10,5,2020-06-29 00:00:00,2020-07-06 00:00:00,,,,,event_fevertime_notice_01.ui,,,,
177,banner,,핫타임 이벤트,,0,5,2021-02-01 00:00:00,2021-02-03 00:00:00,,,,,event_fevertime_notice_02.ui,,,,
178,banner,,자동줍기 이벤트,5,10,5,2020-12-17 00:00:00,2020-12-22 00:00:00,,,,res/ui/event/list_auto_pick.png,event_auto_pick.ui,,,,
179,banner,,7등급 룬 업데이트,,12,5,2022-03-15 00:00:00,2022-03-22 00:00:00,,,,,event_rune_update.ui,,,,
180,banner,,슈퍼 슬라임 합성 업데이트,,0,5,2021-01-13 00:00:00,2021-01-18 00:00:00,,,,,event_upgrade_material.ui,,,,
181,banner,,인스타그램 팔로우 이벤트,,1,5,2021-03-10 00:00:00,2021-03-15 00:00:00,,,,,event_instagram.ui,,,,
182,banner,,3주년 기념 코스튬,,30,5,2021-01-27 00:00:00,2021-01-30 00:00:00,,,,,event_costume.ui,,,,
183,banner,,업데이트 안내,,-10,5,2022-09-07 00:00:00,2022-09-21 00:00:00,,,,,event_update.ui,,,,
184,banner,,특별 이벤트,,30,5,2021-10-05 00:00:00,2021-10-13 00:00:00,Korea,,,,event_clan_korea.ui,,,,
185,banner,,특별 이벤트,,30,5,2021-10-05 00:00:00,2021-10-13 00:00:00,America,,,,event_clan_america.ui,,,,
186,banner,,특별 이벤트,,30,5,2021-10-05 00:00:00,2021-10-13 00:00:00,Asia,,,,event_clan_asia.ui,,,,
187,banner,,특별 이벤트,,30,5,2021-10-05 00:00:00,2021-10-13 00:00:00,Japan,,,,event_clan_japan.ui,,,,
188,banner,,월드 레이드,,30,5,2024-01-26 00:00:00,2024-02-07 00:00:00,,,,,event_update_02.ui,,,,
189,banner,,삼국지 천하통일\\n사전 예약,10,100,5,2022-11-12 00:00:00,2022-12-08 00:00:00,Korea;Global,ko,,res/ui/event/list_cross_promotion.png,event_cross_promotion.ui,lobby_banner_promotion.ui,https://bit.ly/3TQNhzI,,
190,banner,,초보자 자유 공략\\n이벤트,10,100,5,2022-12-05 00:00:00,2022-12-19 00:00:00,,ko,,res/ui/event/list_notice_popup.png,notice_popup.ui,,https://cafe.naver.com/dragonvillagemobile/155676,,
191,banner,,초보자 자유 공략 이벤트 ! ,10,100,5,2022-12-05 00:00:00,2022-12-19 00:00:00,,"ja, en, zh, th, es",,res/ui/event/list_notice_popup.png,notice_popup.ui,,https://discord.gg/URpDncuDPV,,
192,banner,,Dragon Village NEW\\n2021.09.01 OPEN,1,0,5,2021-06-01 00:00:00,2021-09-01 00:00:00,America;Asia;Japan,,,res/ui/event/list_cross_promotion.png,event_cross_promotion.ui,,https://app.adjust.com/i2z5gtw,,
193,banner,,업데이트 안내,2,0,5,2021-08-30 00:00:00,2021-09-03 00:00:00,,,,res/ui/event/list_cross_promotion_03.png,event_cross_promotion_03.ui,,https://bit.ly/3kueg3m,,
194,banner,,DVN 오픈 이벤트,2,1,5,2021-09-01 00:00:00,2021-10-01 00:00:00,,,,res/ui/event/list_cross_promotion_04.png,event_cross_promotion_04.ui,,https://app.adjust.com/i2z5gtw,,
195,banner,,업데이트 안내,,0,5,2022-04-11 00:00:00,2022-04-18 00:00:00,,,,,event_league_raid.ui,,,,
196,banner,,카카오톡 플러스 친구,2,,5,2022-01-01 00:00:00,2022-02-01 00:00:00,Korea,,,res/ui/event/list_kakao_plus.png,event_kakaotalk_plus_odd.ui,,https://app.adjust.com/or6w544?redirect=http%3A%2F%2Fpf.kakao.com%2F_xoxbZsd%2F91796478,,
