sid,r_d_name,r_rarity,r_s_name,skill_form,skill_type,t_name,res_icon,res_1,res_scale,res_2,res_3,res_hit,camera_work,animation,motion_type,dir,game_mode,casting_time,pre_delay,power_add,critical_damage_add,ignore,metamorphosis,val_1,val_2,val_3,r_gd,add_option_type_1,add_option_target_1,add_option_target_count_1,add_option_trigger_1,add_option_time_1,add_option_rate_1,add_option_source_1,add_option_value_1,add_option_type_2,add_option_target_2,add_option_target_count_2,add_option_trigger_2,add_option_time_2,add_option_rate_2,add_option_source_2,add_option_value_2,add_option_type_3,add_option_target_3,add_option_target_count_3,add_option_trigger_3,add_option_time_3,add_option_rate_3,add_option_source_3,add_option_value_3,add_option_type_4,add_option_target_4,add_option_target_count_4,add_option_trigger_4,add_option_time_4,add_option_rate_4,add_option_source_4,add_option_value_4,add_option_type_5,add_option_target_5,add_option_target_count_5,add_option_trigger_5,add_option_time_5,add_option_rate_5,add_option_source_5,add_option_value_5,ai_division,desc_1,desc_2,desc_3,desc_4,desc_5,ai_type,t_desc,speech_option,r_내부 정보,r_스킬 레벨업 정보,r_birth,chance_type,chance_value,target_formation,target_type,target_count,power_source,cooldown,r_check,req_mana,hit,power_rate,indicator,skill_size,r_d_role,r_총 DPS,r_스킬 구분(power_rate 입력용)
200121,땅 파워드래곤,legend,패시브 1,code,skill_guardian,수호,res/ui/icons/skill/200121.png,res/effect/skill_protection_new/skill_protection_new.spine,,,,,,,instant,-1,,0,0,,,,,10,,,,resist,self,1,skill_start,10,100,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 위급한 아군 2명을 보호해 피해를 10초간 대신 받습니다.\n보호 도중 받는 피해량이 35% 감소합니다.,,"20초 쿨, 피가 적은 아군 우선",쿨타임 13초까지 감소,5,indie_time_short,20,,teammate_hp_low,2,,0,FALSE,,2,,,,tanker,,특수
200122,물 파워드래곤,legend,패시브 1,code,status_effect,바위의 보호,res/ui/icons/skill/200122.png,,,,,,,,instant,-1,,0,0,,,,,,,,,def_up,target,1,skill_start,15,100,,100,def_up,target,1,skill_start,15,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 아군에게 15초간 방어력 증가 효과를 2개 부여합니다.,,"30초 쿨, 아군 전체",쿨타임 20초까지 감소,5,indie_time_short,30,,ally_none,5,,0,FALSE,,1,,,,tanker,,특수
200124,빛 파워드래곤,legend,패시브 1,code,status_effect,바위의 보호,res/ui/icons/skill/200124.png,,,,,,,,instant,-1,,0,0,,,,,,,,,def_up,target,1,skill_start,15,100,,100,def_up,target,1,skill_start,15,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 아군에게 15초간 방어력 증가 효과를 2개 부여합니다.,,"30초 쿨, 아군 전체",쿨타임 20초까지 감소,5,indie_time_short,30,,ally_none,5,,0,FALSE,,1,,,,tanker,,특수
200125,어둠 파워드래곤,legend,패시브 1,code,skill_guardian,수호,res/ui/icons/skill/200122.png,res/effect/skill_protection_new/skill_protection_new.spine,,,,,,,instant,-1,,0,0,,,,,10,,,,resist,self,1,skill_start,10,100,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 위급한 아군 2명을 보호해 피해를 10초간 대신 받습니다.\n보호 도중 받는 피해량이 35% 감소합니다.,,"20초 쿨, 피가 적은 아군 우선",쿨타임 13초까지 감소,5,indie_time_short,20,,teammate_hp_low,2,,0,FALSE,,2,,,,tanker,,특수
200131,땅 파워드래곤,legend,패시브 2,code,skill_heal_single,자가 회복,res/ui/icons/skill/200132.png,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 자신의 생명력을 8% 회복합니다.,,15초 쿨,쿨타임 10초까지 감소,5,indie_time,15,,self,1,max_hp,0,FALSE,,1,8,,,tanker,,힐_패시브_체퍼
200132,물 파워드래곤,legend,패시브 2,code,skill_heal_single,자가 회복,res/ui/icons/skill/200132.png,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 자신의 생명력을 8% 회복합니다.,,15초 쿨,쿨타임 10초까지 감소,5,indie_time,15,,self,1,max_hp,0,FALSE,,1,8,,,tanker,,힐_패시브_체퍼
200134,빛 파워드래곤,legend,패시브 2,code,skill_heal_single,자가 회복,res/ui/icons/skill/200134.png,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 자신의 생명력을 8% 회복합니다.,,15초 쿨,쿨타임 10초까지 감소,5,indie_time,15,,self,1,max_hp,0,FALSE,,1,8,,,tanker,,힐_패시브_체퍼
200135,어둠 파워드래곤,legend,패시브 2,code,skill_heal_single,자가 회복,res/ui/icons/skill/200132.png,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,instant,-1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,일정 시간마다 자신의 생명력을 8% 회복합니다.,,15초 쿨,쿨타임 10초까지 감소,5,indie_time,15,,self,1,max_hp,0,FALSE,,1,8,,,tanker,,힐_패시브_체퍼
200141,땅 파워드래곤,legend,스탯 강화,code,status_effect,생명력 증가,res/ui/icons/skill/200141.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_hp_up,self,1,skill_start,-1,100,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,생명력이 20% 증가합니다.,,,x,5,passive,,,self,1,,0,FALSE,,1,,,,tanker,,스텟
200142,물 파워드래곤,legend,스탯 강화,code,status_effect,방어력 증가,res/ui/icons/skill/200142.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_def_up,self,1,skill_start,-1,100,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,방어력이 20% 증가합니다.,,,x,5,passive,,,self,1,,0,FALSE,,1,,,,tanker,,스텟
200144,빛 파워드래곤,legend,스탯 강화,code,status_effect,방어력 증가,res/ui/icons/skill/201544.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_def_up,self,1,skill_start,-1,100,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,방어력이 20% 증가합니다.,,,x,5,passive,,,self,1,,0,FALSE,,1,,,,tanker,,스텟
200145,어둠 파워드래곤,legend,스탯 강화,code,status_effect,생명력 증가,res/ui/icons/skill/200145.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_hp_up,self,1,skill_start,-1,100,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,생명력이 20% 증가합니다.,,,x,5,passive,,,self,1,,0,FALSE,,1,,,,tanker,,스텟
200151,땅 파워드래곤,legend,리더 스킬,code,status_effect,방어력 증가,res/ui/icons/skill/200151.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_def_up,ally_none,5,skill_start,-1,100,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,아군 전체의 방어력이 35% 증가합니다.,,,x,5,leader,,,ally_none,5,,0,FALSE,,1,,,,tanker,,스텟
200152,물 파워드래곤,legend,리더 스킬,code,status_effect,방어력 증가,res/ui/icons/skill/200152.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_def_up,ally_none,5,skill_start,-1,100,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,아군 전체의 방어력이 35% 증가합니다.,,,x,5,leader,,,ally_none,5,,0,FALSE,,1,,,,tanker,,스텟
200154,빛 파워드래곤,legend,리더 스킬,code,status_effect,방어력 증가,res/ui/icons/skill/200154.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_def_up,ally_none,5,skill_start,-1,100,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,아군 전체의 방어력이 35% 증가합니다.,,,x,5,leader,,,ally_none,5,,0,FALSE,,1,,,,tanker,,스텟
200155,어둠 파워드래곤,legend,리더 스킬,code,status_effect,방어력 증가,res/ui/icons/skill/200155.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_def_up,ally_none,5,skill_start,-1,100,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,아군 전체의 방어력이 35% 증가합니다.,,,x,5,leader,,,ally_none,5,,0,FALSE,,1,,,,tanker,,스텟
200211,땅 램곤,rare,드래그 스킬,code,skill_aoe_round,달콤한 꿈,res/ui/icons/skill/200211.png,,,res/effect/skill_sweet_dream/skill_sweet_dream.vrp,,,close_up,,instant,-1,,0,0,,,,,,,,,sleep,target,,skill_end,20,80,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,debuff,power_rate,,,,,,몽롱한 기운으로 대상에게 피해를 줍니다. 자신의 방어력에 따라 위력이 크게 증가합니다.\n80% 확률로 대상을 20초간 수면에 빠뜨립니다.,,,스킬 피해 +50%까지 증가,3,active,,,enemy_random,3,(atk * 0.5) + (def * 0.75),20,FALSE,2,1,1056,round,2,supporter,,딜_액티브
200212,물 램곤,rare,드래그 스킬,code,skill_aoe_round,달콤한 꿈,res/ui/icons/skill/200212.png,,,res/effect/skill_sweet_dream/skill_sweet_dream.vrp,,,close_up,,instant,-1,,0,0,,,,,,,,,silence,target,,skill_end,5,80,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,debuff,power_rate,,,,,,몽롱한 기운으로 대상에게 피해를 줍니다. 자신의 방어력에 따라 위력이 크게 증가합니다.\n80% 확률로 대상을 5초간 침묵시킵니다.,,,스킬 피해 +50%까지 증가,3,active,,,enemy_random,3,(atk * 0.5) + (def * 0.75),20,FALSE,2,1,1056,round,2,supporter,,딜_액티브
200213,불 램곤,rare,드래그 스킬,code,skill_aoe_round,달콤한 꿈,res/ui/icons/skill/200213.png,,,res/effect/skill_sweet_dream/skill_sweet_dream.vrp,,,close_up,,instant,-1,,0,0,,,,,,,,,sleep,target,,skill_end,20,80,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,debuff,power_rate,,,,,,몽롱한 기운으로 대상에게 피해를 줍니다. 자신의 최대 생명력에 따라 위력이 크게 증가합니다.\n80% 확률로 대상을 20초간 수면에 빠뜨립니다.,,,스킬 피해 +50%까지 증가,3,active,,,enemy_random,3,(atk * 0.5) + (max_hp * 0.0125),20,FALSE,2,1,1056,round,2,supporter,,딜_액티브
200214,빛 램곤,rare,드래그 스킬,code,skill_aoe_round,달콤한 꿈,res/ui/icons/skill/200214.png,,,res/effect/skill_sweet_dream/skill_sweet_dream.vrp,,,close_up,,instant,-1,,0,0,,,,,,,,,silence,target,,skill_end,5,80,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,debuff,power_rate,,,,,,몽롱한 기운으로 대상에게 피해를 줍니다. 자신의 방어력에 따라 위력이 크게 증가합니다.\n80% 확률로 대상을 5초간 침묵시킵니다.,,,스킬 피해 +50%까지 증가,3,active,,,enemy_random,3,(atk * 0.5) + (def * 0.75),20,FALSE,2,1,1056,round,2,supporter,,딜_액티브
200215,어둠 램곤,rare,드래그 스킬,code,skill_aoe_round,달콤한 꿈,res/ui/icons/skill/200215.png,,,res/effect/skill_sweet_dream/skill_sweet_dream.vrp,,,close_up,,instant,-1,,0,0,,,,,,,,,silence,target,,skill_end,5,80,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,debuff,power_rate,,,,,,몽롱한 기운으로 대상에게 피해를 줍니다. 자신의 최대 생명력에 따라 위력이 크게 증가합니다.\n80% 확률로 대상을 5초간 침묵시킵니다.,,,스킬 피해 +50%까지 증가,3,active,,,enemy_random,3,(atk * 0.5) + (max_hp * 0.0125),20,FALSE,2,1,1056,round,2,supporter,,딜_액티브
200221,땅 램곤,rare,패시브 1,code,status_effect,마나 회복,res/ui/icons/skill/200221.png,,,,,,,,instant,-1,,0,0,,,,,,,,,accel_mana,self,1,skill_start,7,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"아군이 소비 마나가 2인 드래그 스킬을 사용 시, 7초간 마나 회복 속도가 2배가 됩니다.",,쿨없음,지속시간 11초까지 증가,3,ally_active_skill,2,,self,1,,0,FALSE,,1,,,,supporter,,특수
200222,물 램곤,rare,패시브 1,code,status_effect,마나 회복,res/ui/icons/skill/200222.png,,,,,,,,instant,-1,,0,0,,,,,,,,,accel_mana,self,1,skill_start,7,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"아군이 소비 마나가 2인 드래그 스킬을 사용 시, 7초간 마나 회복 속도가 2배가 됩니다.",,쿨없음,지속시간 11초까지 증가,3,ally_active_skill,2,,self,1,,0,FALSE,,1,,,,supporter,,특수
200223,불 램곤,rare,패시브 1,code,status_effect,마나 회복,res/ui/icons/skill/200223.png,,,,,,,,instant,-1,,0,0,,,,,,,,,accel_mana,self,1,skill_start,7,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"아군이 소비 마나가 2인 드래그 스킬을 사용 시, 7초간 마나 회복 속도가 2배가 됩니다.",,쿨없음,지속시간 11초까지 증가,3,ally_active_skill,2,,self,1,,0,FALSE,,1,,,,supporter,,특수
200224,빛 램곤,rare,패시브 1,code,status_effect,마나 회복,res/ui/icons/skill/200224.png,,,,,,,,instant,-1,,0,0,,,,,,,,,accel_mana,self,1,skill_start,6,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"아군이 드래그 스킬을 사용 시, 6초간 마나 회복 속도가 2배가 됩니다.",,쿨없음,지속시간 11초까지 증가,3,ally_active_skill,-1,,self,1,,0,FALSE,,1,,,,supporter,,특수
200225,어둠 램곤,rare,패시브 1,code,status_effect,마나 회복,res/ui/icons/skill/200225.png,,,,,,,,instant,-1,,0,0,,,,,,,,,accel_mana,self,1,skill_start,6,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,"아군이 드래그 스킬을 사용 시, 6초간 마나 회복 속도가 2배가 됩니다.",,쿨없음,지속시간 11초까지 증가,3,ally_active_skill,-1,,self,1,,0,FALSE,,1,,,,supporter,,특수
200231,땅 램곤,rare,패시브 2,code,status_effect,꿈의 보호,res/ui/icons/skill/200235.png,,,,,,,,instant,-1,,0,0,,,,,,,,,barrier_protection,target,,skill_start,10,100,target_max_hp,40,sleep,target,,skill_start,3,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,위급한 아군에게 대상 최대 생명력의 40%만큼의 보호막을 10초간 부여합니다.\n동시에 3초간 수면에 빠뜨립니다.,,"대상1, 쿨 24초",쿨타임 16초까지 감소,3,indie_time_short,24,,ally_hp_low,1,,0,FALSE,,1,,,,supporter,,특수
200232,물 램곤,rare,패시브 2,code,status_effect,꿈의 보호,res/ui/icons/skill/200235.png,,,,,,,,instant,-1,,0,0,,,,,,,,,barrier_protection,target,,skill_start,10,100,target_max_hp,20,sleep,target,,skill_start,3,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,위급한 아군에게 대상 최대 생명력의 20%만큼의 보호막을 10초간 부여합니다.\n동시에 3초간 수면에 빠뜨립니다.,,"대상2, 쿨 24초",쿨타임 16초까지 감소,3,indie_time_short,24,,ally_hp_low,2,,0,FALSE,,1,,,,supporter,,특수
200233,불 램곤,rare,패시브 2,code,status_effect,꿈의 보호,res/ui/icons/skill/200235.png,,,,,,,,instant,-1,,0,0,,,,,,,,,barrier_protection,target,,skill_start,10,100,target_max_hp,40,sleep,target,,skill_start,3,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,위급한 아군에게 대상 최대 생명력의 40%만큼의 보호막을 10초간 부여합니다.\n동시에 3초간 수면에 빠뜨립니다.,,"대상1, 쿨 24초",쿨타임 16초까지 감소,3,indie_time_short,24,,ally_hp_low,1,,0,FALSE,,1,,,,supporter,,특수
200234,빛 램곤,rare,패시브 2,code,status_effect,꿈의 보호,res/ui/icons/skill/200235.png,,,,,,,,instant,-1,,0,0,,,,,,,,,barrier_protection,target,,skill_start,10,100,target_max_hp,20,sleep,target,,skill_start,3,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,위급한 아군에게 대상 최대 생명력의 20%만큼의 보호막을 10초간 부여합니다.\n동시에 3초간 수면에 빠뜨립니다.,,"대상2, 쿨 24초",쿨타임 16초까지 감소,3,indie_time_short,24,,ally_hp_low,2,,0,FALSE,,1,,,,supporter,,특수
200235,어둠 램곤,rare,패시브 2,code,status_effect,꿈의 보호,res/ui/icons/skill/200235.png,,,,,,,,instant,-1,,0,0,,,,,,,,,barrier_protection,target,,skill_start,10,100,target_max_hp,40,sleep,target,,skill_start,3,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,위급한 아군에게 대상 최대 생명력의 40%만큼의 보호막을 10초간 부여합니다.\n동시에 3초간 수면에 빠뜨립니다.,,"대상1, 쿨 24초",쿨타임 16초까지 감소,3,indie_time_short,24,,ally_hp_low,1,,0,FALSE,,1,,,,supporter,,특수
200241,땅 램곤,rare,스탯 강화,code,status_effect,방어력 증가,res/ui/icons/skill/200931.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_def_up,self,1,skill_start,-1,100,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,자신의 방어력이 14% 증가합니다.,,,x,3,passive,,,self,1,,0,FALSE,,1,,,,supporter,,스텟
200242,물 램곤,rare,스탯 강화,code,status_effect,방어력 증가,res/ui/icons/skill/201832.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_def_up,self,1,skill_start,-1,100,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,자신의 방어력이 14% 증가합니다.,,,x,3,passive,,,self,1,,0,FALSE,,1,,,,supporter,,스텟
200243,불 램곤,rare,스탯 강화,code,status_effect,생명력 증가,res/ui/icons/skill/201543.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_hp_up,self,1,skill_start,-1,100,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,자신의 최대 생명력이 14% 증가합니다.,,,x,3,passive,,,self,1,,0,FALSE,,1,,,,supporter,,스텟
200244,빛 램곤,rare,스탯 강화,code,status_effect,방어력 증가,res/ui/icons/skill/201544.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_def_up,self,1,skill_start,-1,100,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,자신의 방어력이 14% 증가합니다.,,,x,3,passive,,,self,1,,0,FALSE,,1,,,,supporter,,스텟
200245,어둠 램곤,rare,스탯 강화,code,status_effect,생명력 증가,res/ui/icons/skill/201545.png,,,,,,,,instant,-1,,0,0,,,,,,,,,passive_hp_up,self,1,skill_start,-1,100,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,power_rate,,,,,,자신의 최대 생명력이 14% 증가합니다.,,,x,3,passive,,,self,1,,0,FALSE,,1,,,,supporter,,스텟
