name,category,type,t_name,res,res_icon,symbol,groggy,overlab,overlab_option,duration,atk,def,hp,aspd,cri_chance,cri_dmg,cri_avoid,hit_rate,avoid,hp_drain,heal_power,recovery_power,dmg_adj_rate,attr_adj_rate,reflex_normal,reflex_skill,debuff_time,resistance,pierce,dot_interval,abs_switch,val_1,val_2,val_3,val_4,desc_1,desc_2,desc_3,desc_4,t_desc,to_programmer
heal2,good,dot_heal,회복,res/effect/effect_tamer_heal/effect_tamer_heal.vrp,res/ui/icon/status_effect/heal.png,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,atk,,,,x,x,x,x,x,x
heal_def,good,dot_heal,회복,res/effect/effect_tamer_heal/effect_tamer_heal.vrp,res/ui/icon/status_effect/heal.png,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,def,,,,x,x,x,x,x,x
heal_abs,good,dot_heal,회복,res/effect/effect_tamer_heal/effect_tamer_heal.vrp,res/ui/icon/status_effect/heal.png,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,hp_abs,,,,x,x,x,x,x,x
heal_per_hp,good,dot_heal,회복,res/effect/effect_tamer_heal/effect_tamer_heal.vrp,res/ui/icon/status_effect/heal.png,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,hp_target,,,,x,x,x,x,x,x
heal_overlab,good,dot_heal,회복 오버랩,res/effect/effect_heal/effect_heal.vrp,res/ui/icon/status_effect/heal.png,x,false,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,atk,,,,x,x,x,x,x,x
barrier_protection,good,barrier,보호막,res/effect/effect_protection/effect_protection.vrp,res/ui/icon/status_effect/p_resist.png,x,false,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,,,,x,x,x,x,데미지를 흡수하는 보호막 생성,시전자 체력의 val_1% 만큼 데미지를 흡수하는 보호막 생성
barrier_protection_abs,good,barrier,보호막,res/effect/effect_protection/effect_protection.vrp,res/ui/icon/status_effect/p_resist.png,x,false,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,hit_abs,,,,x,x,x,x,데미지를 흡수하는 보호막 생성,시전자 체력의 val_1% 만큼 데미지를 흡수하는 보호막 생성
resist,good,buff,피해 저항,res/effect/effect_shield/effect_shield.vrp,res/ui/icon/status_effect/p_resist.png,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,,0,,,,,10,x,x,x,{duration}초 동안 받는 피해 {1}% 감소,최종 데미지에서 곱연산
barrier_protection_darknix,good,barrier,경질화,res/effect/effect_darknix_barrier/effect_darknix_barrier.vrp,res/ui/icon/status_effect/p_resist.png,x,false,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,10,,,,x,x,x,x,데미지를 흡수하는 보호막 생성,시전자 체력의 val_1% 만큼 데미지를 흡수하는 보호막 생성
barrier_protection_l,good,barrier,거대 보호막,res/effect/effect_darknix_barrier/effect_darknix_barrier.vrp,res/ui/icon/status_effect/p_resist.png,x,false,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,,,,x,x,x,x,데미지를 흡수하는 보호막 생성,시전자 체력의 val_1% 만큼 데미지를 흡수하는 보호막 생성
damage_reduce,good,damage_reduce,데미지 감소,res/effect/effect_shield/effect_shield.vrp,res/ui/icon/status_effect/p_resist.png,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,category;bad,,,,x,x,x,x,,
immunity_debuff,good,buff,해로운 효과 면역,res/effect/effect_tactics_up/effect_tactics_up.vrp,res/ui/icon/status_effect/heal.png,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9999,0,0,,0,,,,,x,x,x,x,,
heal_add,good,buff,회복량 증가,res/effect/effect_tactics_up/effect_tactics_up.vrp,res/ui/icon/status_effect/heal.png,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,,,,,,,x,x,x,x,,
heal_dec,bad,debuff,회복량 감소,res/effect/effect_tactics_down/effect_tactics_down.vrp,res/ui/icon/status_effect/heal.png,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,,,,,,,x,x,x,x,,
heal_deny,bad,debuff,회복량 불가,res/effect/effect_tactics_down/effect_tactics_down.vrp,res/ui/icon/status_effect/heal.png,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,,,,,,,x,x,x,x,,
recovery_add,good,buff,받는 회복량 증가,res/effect/effect_tactics_up/effect_tactics_up.vrp,res/ui/icon/status_effect/heal.png,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,,,,,,,x,x,x,x,,
recovery_dec,bad,debuff,받는 회복량 감소,res/effect/effect_tactics_down/effect_tactics_down.vrp,res/ui/icon/status_effect/heal.png,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,,,,,,,x,x,x,x,,
tamer_atk_up,good,buff,공격력 증가,res/effect/effect_tamer_combat/effect_tamer_combat.vrp,res/ui/icon/status_effect/atk_up.png,x,false,1,0,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15,100,,,15,100,x,x,{1}초 동안 {2}만큼 공격력 증가,정수x퍼센트 (곱연산)
tamer_def_up,good,buff,방어력 증가,res/effect/effect_tamer_defense/effect_tamer_defense.vrp,res/ui/icon/status_effect/def_up.png,x,false,1,0,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,15,x,x,x,{1}초 동안 {2}만큼 방어력 증가,정수x퍼센트 (곱연산)
tamer_heal,good,dot_heal,회복,res/effect/effect_tamer_heal/effect_tamer_heal.vrp,res/ui/icon/status_effect/heal.png,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,hp_target,,,,x,x,x,x,x,x
atk_down,bad,debuff,공격력 감소,res/effect/effect_combat_down/effect_combat_down.vrp,res/ui/icon/status_effect/atk_down.png,x,false,3,0,15,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,15,x,x,x,{1}초 동안 {2}만큼 공격력 감소,정수x퍼센트 (곱연산)
aspd_down,bad,debuff,공격 속도 감소,res/effect/effect_combat_down/effect_combat_down.vrp,res/ui/icon/status_effect/aspd_down.png,x,false,3,0,15,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,15,,x,x,{1}초 동안 {2}만큼 공격 속도 감소,퍼센트+퍼센트 (합연산)
cri_chance_down,bad,debuff,치명 확률 감소,res/effect/effect_combat_down/effect_combat_down.vrp,res/ui/icon/status_effect/cri_chance_down.png,x,false,3,0,15,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 치명 확률 감소,퍼센트+퍼센트 (합연산)
def_down,bad,debuff,방어력 감소,res/effect/effect_defense_down/effect_defense_down.vrp,res/ui/icon/status_effect/def_down.png,x,false,3,0,15,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 방어력 감소,정수x퍼센트 (곱연산)
hp_down,bad,debuff,생명력 감소,res/effect/effect_defense_down/effect_defense_down.vrp,res/ui/icon/status_effect/hp_down.png,x,false,3,0,15,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 생명력 감소,정수x퍼센트 (곱연산)
cri_avoid_down,bad,debuff,치명 방어율 감소,res/effect/effect_defense_down/effect_defense_down.vrp,res/ui/icon/status_effect/cri_avoid_down.png,x,false,3,0,15,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 치명 방어 감소,퍼센트+퍼센트 (합연산)
avoid_down,bad,debuff,회피율 감소,res/effect/effect_tactics_down/effect_tactics_down.vrp,res/ui/icon/status_effect/avoid_down.png,x,false,3,0,15,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 회피 감소,퍼센트+퍼센트 (합연산)
hit_rate_down,bad,debuff,적중률 감소,res/effect/effect_tactics_down/effect_tactics_down.vrp,res/ui/icon/status_effect/hit_rate_down.png,x,false,3,0,15,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 적중 감소,퍼센트+퍼센트 (합연산)
cri_dmg_down,bad,debuff,치명 피해 감소,res/effect/effect_tactics_down/effect_tactics_down.vrp,res/ui/icon/status_effect/cri_chance_down.png,x,false,3,0,15,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{1}초 동안 {2}만큼 치명 피해 감소,퍼센트+퍼센트 (합연산)
blind,bad,cc,실명,res/effect/effect_blind/effect_blind.vrp,res/ui/icon/status_effect/blind.png,o,false,1,0,10,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,1,0,10,100,1,10,x,x,x,x,{1}초 동안 {2}만큼 적중 감소 매 {3} 마다 {4}만큼 적중 회복,dot류 처럼 인터벌 있음
electric_shock,bad,cc,감전,res/effect/effect_electric_shock/effect_electric_shock.vrp,res/ui/icon/status_effect/electric_shock.png,x,false,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,,0,20,,,,x,x,x,x,{duration}초 동안 행동 불가. 모든 피해 {1}% 증가,
stun,bad,cc,기절,res/effect/effect_stun/effect_stun.vrp,res/ui/icon/status_effect/stun.png,x,true,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,{duration}초 동안 행동 불가,x
sleep,bad,cc,수면,res/effect/effect_sleep/effect_sleep.spine,res/ui/icon/status_effect/sleep.png,x,true,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,,x,x,x,x,{duration}초 동안 행동 불가. 피격시 즉시 해제. ,받는 피해 2배 증가
silence,bad,cc,침묵,res/effect/effect_silence/effect_silence.vrp,res/ui/icon/status_effect/silence.png,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,1,,x,x,x,x,{duration}초 동안 일반 공격만 가능,스킬 사용 불가
bleed,bad,debuff,출혈,res/effect/effect_bleed/effect_bleed.vrp,res/ui/icon/status_effect/bleed.png,x,false,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
poison,bad,debuff,중독,res/effect/effect_poison/effect_poison.vrp,res/ui/icon/status_effect/poison.png,x,false,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
burn,bad,dot_dmg,화상,res/effect/effect_burn/effect_burn.vrp,res/ui/icon/status_effect/burn.png,x,false,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,x,x,x,x,,
cure,good,dispell,해로운 효과 해제,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
remove,bad,dispell,이로운 효과 해제,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
invalid,bad,dispell,모든 효과 해제,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
add_dmg,bad,add_dmg,추가 피해,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
add_dmg_bleed,bad,add_dmg,출혈 추가 피해,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
add_dmg_poison,bad,add_dmg,중독 추가 피해,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
add_dmg_burn,bad,add_dmg,화상 추가 피해,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
add_dmg_blind,bad,add_dmg,실명 추가 피해,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
add_dmg_stun,bad,add_dmg,기절 추가 피해,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
add_dmg_sleep,bad,add_dmg,수면 추가 피해,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
add_dmg_silence,bad,add_dmg,침묵 추가 피해,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
add_dmg_one_time,bad,add_dmg_one_time,추가 피해,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,,
reflect,good,buff,반사,res/effect/effect_reflect_dmg/effect_reflect_dmg.vrp,res/ui/icon/status_effect/p_resist.png,x,false,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,,0,,,,,x,x,x,x,,
resistance_effect,good,buff,효과 저항,res/effect/effect_react_armor/effect_react_armor.vrp,res/ui/icon/status_effect/p_resist.png,x,false,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,,0,,,,,x,x,x,x,,
passive_spatter,good,passive,퐁당퐁당,,,x,false,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,200,3,,5,x,x,x,x,회피 시 반경 {1}px 범위 내 아군 {2}명의 체력을 퍼플립스 드래곤의 체력 {3}%만큼  회복.,(퍼플립스 4성 패시브)
passive_recovery,good,dot_heal,지속 치유,,,x,false,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,hp_target,,,,x,x,x,x,{1}초 마다 리티오 전체 생명력의 {dot_heal}% 만큼 아군 전체의 생명력을 회복.,(리티오 4성 패시브)
passive_heal_add,good,buff,회복량 증가,,,x,false,1,0,-1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,,,,,,,x,x,x,x,,
passive_bloodlust,good,buff,피의 맛,,,x,false,5,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,20,,,,x,x,x,x,"공격력, 공격속도 {1}% 증가",
passive_atk_up,good,buff,공격력 증가,,,x,false,1,0,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15,100,,,x,x,x,x,공격력 {1}증가,
passive_aspd_up,good,buff,공격 속도 증가,,,x,false,1,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,x,
passive_cri_chance_up,good,buff,치명 확률 증가,,,x,false,1,0,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,x,
passive_def_up,good,buff,방어력 증가,,,x,false,1,0,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,x,
passive_hp_up,good,buff,생명력 증가,,,x,false,1,0,15,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,x,
passive_cri_avoid_up,good,buff,치명 방어율 증가,,,x,false,1,0,15,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,x,
passive_avoid_up,good,buff,회피율 증가,,,x,false,1,0,15,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,,0,,,,,x,x,x,x,x,
