list_id,event_type,event_id,t_name,ui_priority,full_popup,user_lv,start_date,end_date,target_server,target_language,feature,icon,banner,lobby_banner,url,package_name,target_app_version
33,attendance_event,50025,눈꽃축제 출석체크 이벤트,1,,,2021-12-15 00:00:00,2021-12-29 00:00:00,,,,res/ui/event/list_attendence_01.png,,,,,
34,attendance_event,50026,새해맞이 출석체크 이벤트,1,,,2022-01-20 00:00:00,2022-02-08 00:00:00,,,,res/ui/event/list_attendence_01.png,,,,,
35,attendance_basic,normal,출석,15,,,,,,,,res/ui/event/list_attendence_01.png,,,,,
36,event_1st_comeback,,복귀유저 환영 이벤트,,,,,,,,,res/ui/event/list_1st_anniversary.png,,,,,
37,event_global_1st_comeback,,복귀유저 환영 이벤트,,70,,2019-02-07 00:00:00,2019-02-10 00:00:00,,,,res/ui/event/list_1st_anniversary.png,event_1st_comeback.ui,,,,
38,event_thanks_anniversary_global2nd,,글로벌 2주년 기념 감사 이벤트,1,70,,2001-04-09 00:00:00,2001-04-14 00:00:00,,,,res/ui/event/list_thanks.png,event_thanks_anniversary.ui,,,,
39,event_dmgate_01,,차원문 업데이트\\n감사 이벤트,3,2,,2021-04-14 00:00:00,2021-04-29 00:00:00,,,,res/ui/event/list_thanks.png,event_thanks_anniversary.ui,,,,
40,access_time,,접속 시간 보상,16,,,2021-04-14 00:00:00,2021-04-29 00:00:00,,,,res/ui/event/list_time_reward.png,,,,,
41,highbrow_shop,,드빌 전용관,17,,,,,,,,res/ui/event/list_capsule.png,,,,,
42,costume_event,,할로윈 기념 코스튬 판매,1,,,2021-10-26 00:00:00,2021-10-29 00:00:00,,,,res/ui/event/list_costume_02.png,,,,,
43,lobby_deco,event_weidel_festival,,,,,2022-05-01 00:00:00,2022-05-02 00:00:00,,,,,,,,,
44,purchase_daily,1030010,일일 충전 선물,,70,,2022-05-17 00:00:00,2022-05-18 00:00:00,,,,res/ui/event/list_purchase_daily.png,event_purchase_daily.ui,,,,
45,purchase_daily,1040001,일일 충전 선물,,0,,2022-05-01 00:00:00,2022-05-02 00:00:00,,,,res/ui/event/list_purchase_daily.png,event_purchase_daily.ui,,,,
46,purchase_point,1500004,누적 결제 이벤트,,-5,,,,,,,,,,,,
47,purchase_point,1600001,누적 결제 이벤트,,-5,,,,,,,,,,,,
48,purchase_point,1610001,누적 결제 이벤트,,-5,,,,,,,,,,,,
49,purchase_point,1620001,누적 결제 이벤트,,-5,,,,,,,,,,,,
50,shop_daily,,,,,,,,,,,,,,,,
51,event_gold_bonus,,,,,,,,,,,,,,,,
52,event_dia_discount,,다이아 보너스,,40,,2021-05-29 00:00:00,2021-06-01 00:00:00,,,,,,,,,
53,package_gold_all_02,,,,60,5,2018-11-12 00:00:00,2018-11-19 00:00:00,,,,,,,,,
54,package_lucky_box,,,,30,5,2020-08-27 00:00:00,2020-09-01 00:00:00,,,,,,,,,
55,package_lucky_box_9.9k,,만원의 행복,,20,5,2021-05-05 00:00:00,2021-05-13 00:00:00,,,,,,,,,
56,package_lucky_box_9.9k,,만원의 행복,,20,5,2021-03-27 00:00:00,2021-03-29 00:00:00,,,,,,,,,
57,package_lucky_box_9.9k,,만원의 행복,,20,5,2021-03-29 00:00:00,2021-04-01 00:00:00,,,,,,,,,
58,package_lucky_box_9.9k_02,,만원의 행복,,30,5,2019-12-01 00:00:00,2019-12-07 00:00:00,,,,,,,,,
59,package_1st_anniversary,,1주년 스페셜 패키지,,,5,,,,,,,,,,,
60,package_adventure_clear,,,,,5,,,,,,,,,,,
61,package_worldcup,,,,,5,,,,,,,,,,,
62,package_step_period,,,,0,5,2020-02-01 00:00:00,2020-02-10 00:00:00,,,,,,,,,
63,package_new_year_03,,,,40,5,2019-01-01 00:00:00,2019-01-07 00:00:00,,,,,,,,,
64,package_global_anniversary,,글로벌 1주년 기념 패키지,,70,5,2019-01-24 00:00:00,2019-02-07 00:00:00,,,,,,,,,
65,package_rune_grind,,룬 연마 패키지,,40,5,2020-09-12 00:00:00,2020-09-15 00:00:00,,,,,,,,,
66,package_advanced_ticket,,고급 소환권 패키지,,40,5,2020-05-27 00:00:00,2020-06-01 00:00:00,,,,,,,,,
67,package_mastery_material,,특성 재료 패키지,,30,5,2021-06-14 00:00:00,2021-06-17 00:00:00,,,,,,,,,
68,package_mastery_material,,특성 재료 패키지,,20,5,2020-12-07 00:00:00,2020-12-14 00:00:00,,,,,,,,,
69,package_mastery_material_water,,물 속성 전설 특성 재료 패키지,,10,5,2020-09-15 00:00:00,2020-09-18 00:00:00,,,,,,,,,
70,package_mastery_material_water,,물 속성 전설 특성 재료 패키지,,20,5,2020-09-18 00:00:00,2020-09-21 00:00:00,,,,,,,,,
71,package_supersale_reinforce,,강화 포인트 패키지,,50,5,2019-11-12 00:00:00,2019-11-18 00:00:00,,,,,,,,,
72,package_supersale_skill,,스킬 슬라임 패키지,,50,5,2019-10-09 00:00:00,2019-10-14 00:00:00,,,,,,,,,
73,package_supersale_super,,슈퍼 슬라임 패키지,,70,5,2018-12-06 00:00:00,2018-12-13 00:00:00,,,,,,,,,
74,package_mythical,,신화의 알 패키지,,20,5,2021-01-18 00:00:00,2021-01-23 00:00:00,,,,,,,,,
75,package_attr_legend,,속성 전설의 알 패키지,,50,5,2021-01-14 00:00:00,2021-01-18 00:00:00,,,,,,,,,
76,package_absolute,,절대적인 전설의 알 패키지,,0,5,2021-09-03 00:00:00,2021-09-06 00:00:00,,,,,,,,,
77,package_nurture,,할로윈 패키지,,30,5,2019-10-25 00:00:00,2019-11-01 00:00:00,,,,,,,,,
78,package_new_dragon_02,,미스틱티니 패키지,,40,5,2019-07-29 00:00:00,2019-08-01 00:00:00,,,,,,,,,
79,package_clan_war,,전설 드래곤 육성 패키지,,30,5,2021-06-24 00:00:00,2021-06-25 00:00:00,,,,,,,,,
80,package_fostering_hero,,영웅 드래곤 육성 패키지,,30,5,2020-11-23 00:00:00,2020-11-25 00:00:00,,,,,,,,,
81,package_fostering_rare,,희귀 드래곤 육성 패키지,,30,5,2020-11-25 00:00:00,2020-11-26 00:00:00,,,,,,,,,
82,package_dragon_choice_hero,,영웅 드래곤 선택권 패키지,,30,5,2021-01-04 00:00:00,2021-01-08 00:00:00,,,,,,,,,
83,package_onestore_launch_01,,원스토어 출시 기념 패키지 1,,10,5,2020-03-25 10:00:00,2020-04-08 00:00:00,,,,,,,,,
84,package_onestore_launch_02,,원스토어 출시 기념 패키지 2,,20,5,2020-03-25 10:00:00,2020-04-08 00:00:00,,,,,,,,,
85,package_capsule_coin,,캡슐코인 패키지,,40,5,2021-05-27 00:00:00,2021-05-29 00:00:00,,,,,,,,,
86,package_capsule_coin,,캡슐코인 패키지,,30,5,2021-03-21 00:00:00,2021-03-23 00:00:00,,,,,,,,,
87,package_monthly_02,,월간 환상 패키지,,50,5,2020-05-21 00:00:00,2020-05-23 00:00:00,,,,,,,,,
88,package_daebak,,월간 소환알 패키지,,50,5,2020-05-18 00:00:00,2020-05-19 00:00:00,,,,,,,,,
89,package_adventure_clear_03,,모험 돌파 패키지,,30,5,2021-05-24 00:00:00,2021-05-26 00:00:00,,,,,,,,,
90,package_levelup_03,,레벨업 패키지,,30,5,2021-06-17 00:00:00,2021-06-19 00:00:00,,,,,,,,,
91,package_adventure_clear_03,,모험 돌파 패키지,,30,5,2021-06-19 00:00:00,2021-06-21 00:00:00,,,,,,,,,
92,package_levelup_03,,레벨업 패키지,,30,5,2021-05-31 00:00:00,2021-06-02 00:00:00,,,,,,,,,
93,package_adventure_clear_04,,모험 돌파 패키지,,10,5,2022-03-30 00:00:00,2022-04-01 00:00:00,,,,,,,,,
94,package_levelup_04,,레벨업 패키지,,10,5,2022-04-03 00:00:00,2022-04-05 00:00:00,,,,,,,,,
95,package_adventure_clear_04,,모험 돌파 패키지,,10,5,2022-04-05 00:00:00,2022-04-07 00:00:00,,,,,,,,,
96,package_starter_2,,,,60,5,2019-11-29 00:00:00,2019-12-01 00:00:00,,,,,,,,,
97,package_lucky_fortune_bag,,소원 구슬 패키지,,60,5,2021-02-10 00:00:00,2021-02-24 00:00:00,,,,,,,,,
98,package_step_period,,기간한정 단계별 패키지,,20,5,2021-11-05 00:00:00,2021-11-07 00:00:00,,,,,,,,,
99,package_rune_grind_pack_02,,룬 연마석 꾸러미,,50,5,2022-06-29 00:00:00,2022-07-10 00:00:00,,,,,,,,,
100,package_summer_event,,추천 패키지,,50,5,2022-06-29 00:00:00,2022-07-24 00:00:00,,,,,,,,,
101,package_step_03,,단계별 패키지,,40,5,2021-02-17 00:00:00,2021-02-18 00:00:00,,,,,,,,,
102,package_collabo_dv,,DVM x DV 페스티벌 특별 패키지,,20,5,2020-11-26 00:00:00,2020-12-01 00:00:00,,,,,,,,,
103,package_attr_tower_popup,,시험의 탑 정복 선물,,40,5,2021-01-02 00:00:00,2021-01-11 00:00:00,,,,,,,,,
104,package_super_slime_swarm,,슈퍼 슬라임 군단 패키지,,10,5,2021-01-13 00:00:00,2021-01-21 00:00:00,,,,,,,,,
105,package_dragon_summon_100,,드래곤 100회 뽑기,,30,5,2021-07-03 00:00:00,2021-07-12 00:00:00,,,,,,,,,
106,package_mastery_material_attr,,속성 전설 특성 재료 패키지,,10,5,2021-03-06 00:00:00,2021-03-13 00:00:00,,,,,,,,,
107,package_costume,,코스튬 패키지,,10,5,2021-03-11 00:00:00,2021-03-15 00:00:00,,,,,,,,,
108,package_league_raid,,대박 기원 알 패키지,,12,5,2022-06-29 00:00:00,2022-07-17 00:00:00,,,,,,,,,
109,package_rune_grind_pack_02,,룬 연마석 꾸러미,,50,5,2022-05-03 00:00:00,2022-05-10 00:00:00,,,,,package_rune_grind_pack_02.ui,,,,
110,package_lucky_box_dia,,다이아 랜덤 박스,,30,5,2022-06-26 00:00:00,2022-07-03 00:00:00,,,,,,,,,
111,package_lucky_box_dia,,다이아 랜덤 박스,,20,5,2022-05-29 00:00:00,2022-06-05 00:00:00,,,,,,,,,
112,package_bingo_token,,빙고 토큰 패키지,,20,5,2022-02-25 00:00:00,2022-03-02 00:00:00,,,,,,,,,
113,package_step_period,,육성 단계별 패키지,,20,5,2021-04-21 00:00:00,2021-04-24 00:00:00,,,,,,,,,
114,package_bundle_egg,,초월의 알 꾸러미,,10,5,2021-04-22 00:00:00,2021-04-28 00:00:00,,,,,,,,,
115,package_rune_box_02,,룬 10개 뽑기 상자 1+1 이벤트,,20,5,2021-06-05 00:00:00,2021-06-10 00:00:00,,,,,,,,,
116,package_dmgate_angra,,차원문 돌파 패키지,,,5,2021-05-18 00:00:00,2021-05-22 00:00:00,,,,,,,,,
117,package_step_period_3step,,기간 한정 단계별 패키지,,20,5,2022-02-23 00:00:00,2022-03-01 00:00:00,,,,,,,,,
118,package_weidel_festival_01,,바이델 축제 기념 패키지,,20,5,2022-05-01 00:00:00,2022-05-02 00:00:00,,,,,,,,,
119,package_halloween_pack,,잭-오-랜턴 패키지,,20,5,2021-10-26 00:00:00,2021-11-02 00:00:00,,,,,,,,,
120,banner,,시험의 탑,,0,5,2021-09-15 00:00:00,2021-10-11 00:00:00,,,,,event_attr_tower.ui,,,,
121,banner,,드래곤 밸런스 조정,,30,5,2020-07-27 00:00:00,2020-07-30 00:00:00,,,,,event_balance.ui,,,,
122,banner,,"신규 드래곤 출시(한정,토파즈)",,0,5,2022-04-16 00:00:00,2022-04-23 00:00:00,,,,,event_dragon_launch.ui,,,,
123,banner,,신규 드래곤 출시(에피트&마카라),,10,5,2022-06-17 11:00:00,2022-08-15 00:00:00,,,,,event_new_dragon.ui,,,,
124,banner,,드래곤 밸런스 조정,,30,5,2020-06-20 00:00:00,2020-06-22 00:00:00,,,,,event_balance.ui,,,,
125,banner,,그림자의 신전,,20,10,2019-01-30 00:00:00,2019-02-01 00:00:00,,,,,event_challenge_mode.ui,,,,
126,banner,,그랜드 콜로세움,,30,10,2022-03-07 00:00:00,2022-03-10 00:00:00,,,,,event_grand_arena.ui,,,,
127,banner,,그랜드 콜로세움,,30,10,2022-03-13 00:00:00,2022-03-14 00:00:00,,,,,event_grand_arena.ui,,,,
128,banner,,환상 던전,,60,5,2019-06-07 00:00:01,2019-06-12 00:00:01,,,,,event_illusion_popup.ui,,,,
129,banner,,불지옥 난이도 출시,,70,5,2019-01-10 00:00:00,2019-01-17 00:00:00,,,,,event_adventure_hellfire.ui,,,,
130,banner,,클랜전 업데이트,,0,5,2022-06-17 00:00:00,2022-06-25 00:00:00,Global,,,,event_clan_war.ui,,,,
131,banner,,드래곤 히어로즈 택틱스\\n프로모션,1,0,5,2020-04-06 00:00:00,2020-04-13 00:00:00,,,,res/ui/event/list_cross_promotion.png,event_dht_promotion.ui,,https://perplelab.sng.link/Don2b/v08o,,
132,banner,,드래곤빌리지\\n프로모션,1,30,5,2020-09-27 00:00:00,2020-10-01 00:00:00,Korea,,,res/ui/event/list_cross_promotion.png,event_dv1_promotion.ui,,https://app.adjust.com/aie6c8f?campaign=DragonVillageM_20200928,,
133,banner,,원스토어 30% 캐쉬백,-1,-10,5,2020-04-16 00:00:00,2020-04-17 00:00:00,,,,res/ui/event/list_promotion_onestore_cashback.png,event_promotion_onestore_cashback.ui,,https://cafe.naver.com/dragonvillagemobile/97228,,
134,banner,,핫타임 이벤트,,-10,5,2020-06-29 00:00:00,2020-07-06 00:00:00,,,,,event_fevertime_notice_01.ui,,,,
135,banner,,핫타임 이벤트,,0,5,2021-02-01 00:00:00,2021-02-03 00:00:00,,,,,event_fevertime_notice_02.ui,,,,
136,banner,,자동줍기 이벤트,5,10,5,2020-12-17 00:00:00,2020-12-22 00:00:00,,,,res/ui/event/list_auto_pick.png,event_auto_pick.ui,,,,
137,banner,,7등급 룬 업데이트,,12,5,2022-03-15 00:00:00,2022-03-22 00:00:00,,,,,event_rune_update.ui,,,,
138,banner,,슈퍼 슬라임 합성 업데이트,,0,5,2021-01-13 00:00:00,2021-01-18 00:00:00,,,,,event_upgrade_material.ui,,,,
139,banner,,인스타그램 팔로우 이벤트,,1,5,2021-03-10 00:00:00,2021-03-15 00:00:00,,,,,event_instagram.ui,,,,
140,banner,,3주년 기념 코스튬,,30,5,2021-01-27 00:00:00,2021-01-30 00:00:00,,,,,event_costume.ui,,,,
141,banner,,업데이트 안내,,-10,5,2022-05-01 00:00:00,2022-05-10 00:00:00,,,,,event_update.ui,,,,
142,banner,,특별 이벤트,,30,5,2021-10-05 00:00:00,2021-10-13 00:00:00,Korea,,,,event_clan_korea.ui,,,,
143,banner,,특별 이벤트,,30,5,2021-10-05 00:00:00,2021-10-13 00:00:00,America,,,,event_clan_america.ui,,,,
144,banner,,특별 이벤트,,30,5,2021-10-05 00:00:00,2021-10-13 00:00:00,Asia,,,,event_clan_asia.ui,,,,
145,banner,,특별 이벤트,,30,5,2021-10-05 00:00:00,2021-10-13 00:00:00,Japan,,,,event_clan_japan.ui,,,,
146,banner,,할로윈 이벤트,,20,5,2021-10-26 00:00:00,2021-11-08 00:00:00,,,,,event_update.ui,,,,
147,banner,,드래곤빌리지NEW\\n2021.09.01 OPEN,1,0,5,2021-06-01 00:00:00,2021-09-01 00:00:00,Korea,,,res/ui/event/list_cross_promotion.png,event_cross_promotion.ui,,https://app.adjust.com/i2z5gtw,,
148,banner,,Dragon Village NEW\\n2021.09.01 OPEN,1,0,5,2021-06-01 00:00:00,2021-09-01 00:00:00,America;Asia;Japan,,,res/ui/event/list_cross_promotion.png,event_cross_promotion.ui,,https://app.adjust.com/i2z5gtw,,
149,banner,,업데이트 안내,2,0,5,2021-08-30 00:00:00,2021-09-03 00:00:00,,,,res/ui/event/list_cross_promotion_03.png,event_cross_promotion_03.ui,,https://bit.ly/3kueg3m,,
150,banner,,DVN 오픈 이벤트,2,1,5,2021-09-01 00:00:00,2021-10-01 00:00:00,,,,res/ui/event/list_cross_promotion_04.png,event_cross_promotion_04.ui,,https://app.adjust.com/i2z5gtw,,
151,banner,,업데이트 안내,,0,5,2022-04-11 00:00:00,2022-04-18 00:00:00,,,,,event_league_raid.ui,,,,
152,banner,,카카오톡 플러스 친구,2,,5,2022-01-01 00:00:00,2022-02-01 00:00:00,Korea,,,res/ui/event/list_kakao_plus.png,event_kakaotalk_plus_odd.ui,,https://app.adjust.com/or6w544?redirect=http%3A%2F%2Fpf.kakao.com%2F_xoxbZsd%2F91796478,,
153,banner,,드래곤빌리지 Arena 사전예약,3,10,5,2021-11-11 00:00:00,2022-01-20 00:00:00,Korea,,,res/ui/event/list_cross_promotion_arena.png,event_cross_promotion_arena.ui,,https://app.adjust.com/r8a544p,,
154,banner,,업데이트 안내,,10,5,2021-12-15 00:00:00,2021-12-17 00:00:00,,,,,event_update.ui,,,,
155,banner,,신규 드래곤 출시,,5,5,2022-07-25 00:00:00,2022-08-16 00:00:00,,,,,event_dragon_myth.ui,,,,
156,package_winter_festival_01,,눈꽃 축제 패키지,,10,5,2021-12-17 00:00:00,2021-12-21 00:00:00,,,,,,,,,
157,package_roulette,,돌림판 티켓 패키지,,10,5,2021-12-21 00:00:00,2021-12-24 00:00:00,,,,,,,,,
158,banner,,캡슐 뽑기 이벤트,,10,5,2022-06-18 00:00:00,2022-06-19 00:00:00,,,,res/ui/event/list_capsule_box.png,event_capsule_1st.ui,,,,
159,package_roulette,,돌림판 티켓 패키지,,40,5,2022-05-01 00:00:00,2022-05-02 00:00:00,,,,,,,,,
160,event_crosspromotion,cross_rise,라이즈 크로스 프로모션,1,5,5,2021-12-16 00:00:00,2021-12-29 00:00:00,Korea,,only_aos,res/ui/event/list_cross_promotion_rise.png,event_cross_promotion_rise.ui,lobby_banner_promotion_rise.ui,https://app.adjust.com/b7oo8a9?redirect=https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.bigstack.rise%26hl%3Dko,com.bigstack.rise,1003001
161,event_crosspromotion,cross_runemaster,룬마스터 키우기 프로모션,2,10,5,2022-01-29 00:00:00,2022-02-17 00:00:00,Korea,,only_aos,res/ui/event/list_cross_promotion_runemaster.png,event_cross_promotion_runemaster.ui,lobby_banner_promotion_runemaster.ui,https://app.adjust.com/pyb75z5?redirect=https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.greenblatt.rune,com.greenblatt.rune,1003003
162,event_crosspromotion,cross_runemaster,룬마스터 키우기 프로모션,2,10,5,2022-02-20 00:00:00,2022-03-01 00:00:00,Korea,,only_aos,res/ui/event/list_cross_promotion_runemaster.png,event_cross_promotion_runemaster.ui,lobby_banner_promotion_runemaster.ui,https://app.adjust.com/pyb75z5?redirect=https%3A%2F%2Fplay.google.com%2Fstore%2Fapps%2Fdetails%3Fid%3Dcom.greenblatt.rune,com.greenblatt.rune,1003003
163,package_new_year,,만우절 패키지,,5,5,2022-04-01 00:00:00,2022-04-11 00:00:00,,,,,,,,,
164,banner,,일일 퀘스트 이벤트,,,5,2022-01-01 00:00:00,2022-01-05 00:00:00,,,,,event_relation.ui,,,,
165,vip_survey_2021,,2021 VIP 설문조사,5,-20,5,2022-01-01 00:00:00,2022-03-31 00:00:00,Korea,,,res/ui/event/list_vip_survey.png,event_vip_survey.ui,,https://docs.google.com/forms/d/e/1FAIpQLSffM6ga8eLlNiG7XFa_MKxG8qt2MRIYYcHuo-Lqu_Nl_shSqg/viewform?usp=pp_url&entry.1127202750={1},,
166,banner,,업데이트 안내,,10,5,2022-01-25 00:00:00,2022-01-31 00:00:00,,,,,event_update.ui,,,,
167,banner,,DVA iOS 오픈 이벤트,1,0,5,2022-01-23 10:00:00,2022-03-31 00:00:00,Korea,,only_aos,res/ui/event/list_cross_promotion_arena_open.png,event_cross_promotion_arena_open.ui,lobby_banner_promotion_arena_open.ui,https://play.google.com/store/apps/details?id=com.highbrow.games.dvarena&referrer=utm_source%3Dhighbrow%2Bpromotion_DVM_AOS%26utm_medium%3Dbanner%26utm_campaign%3Dhighbrow%2Bpromotion_DVM_AOS,,
168,banner,,DVA iOS 오픈 이벤트,1,0,5,2022-01-23 10:00:00,2022-03-31 00:00:00,Korea,,only_ios,res/ui/event/list_cross_promotion_arena_open.png,event_cross_promotion_arena_open.ui,lobby_banner_promotion_arena_open.ui,https://apps.apple.com/kr/app/id1595747263,,
169,banner,,카카오톡 플러스 친구,1,5,5,2022-02-01 00:00:00,2022-02-05 00:00:00,Korea,,,res/ui/event/list_kakao_plus.png,event_kakaotalk_plus.ui,,https://app.adjust.com/wo71zp9?redirect=http%3A%2F%2Fpf.kakao.com%2F_xoxbZsd%2F92783438,,
170,banner,,카카오톡 플러스 친구,1,5,5,2022-02-07 00:00:00,2022-02-16 00:00:00,Korea,,,res/ui/event/list_kakao_plus.png,event_kakaotalk_plus.ui,,https://app.adjust.com/wo71zp9?redirect=http%3A%2F%2Fpf.kakao.com%2F_xoxbZsd%2F92783438,,
171,banner,,카카오톡 플러스 친구,1,5,5,2022-02-22 00:00:00,2022-02-25 00:00:00,Korea,,,res/ui/event/list_kakao_plus.png,event_kakaotalk_plus.ui,,https://app.adjust.com/wo71zp9?redirect=http%3A%2F%2Fpf.kakao.com%2F_xoxbZsd%2F92783438,,
172,package_rune_box_plus,,7등급 룬 뽑기 패키지,3,50,5,2022-06-29 00:00:00,2022-07-31 00:00:00,,,,,,,,,
173,package_extra_myth,,환영의 알 패키지,3,10,5,2022-03-12 00:00:00,2022-03-13 00:00:00,,,,,,,,,
174,highbrow_vip,,Highbrow VIP 팝업,,60,5,2022-05-17 00:00:00,2022-12-31 00:00:00,Korea,,,,,,,,
175,banner,,DVA 특별 이벤트,1,0,5,2022-02-21 00:00:00,2022-03-01 00:00:00,Korea,,only_aos,res/ui/event/list_cross_promotion_arena.png,event_cross_promotion_arena.ui,lobby_banner_promotion_arena.ui,https://app.adjust.com/k3hvav8,,
176,banner,,3월 스페셜 이벤트,1,0,5,2022-03-01 00:00:00,2022-03-12 00:00:00,Korea,,,res/ui/event/list_promotion_google_play.png,event_promotion_google_play.ui,,,,
177,banner,,3월 스페셜 이벤트,1,0,5,2022-03-14 00:00:00,2022-03-22 00:00:00,Korea,,,res/ui/event/list_promotion_google_play.png,event_promotion_google_play.ui,,,,
178,event_crosspromotion,cross_pangea,팡게아 프로모션,2,5,5,2022-03-10 00:00:00,2022-03-25 00:00:00,Korea,,only_aos,res/ui/event/list_cross_promotion_pangea.png,event_cross_promotion_pangea.ui,lobby_banner_promotion_pangea.ui,https://app.adjust.com/ah4ye24,com.TrueSoft.Pangea,1003004
179,event_crosspromotion,cross_elf,엘프키우기 프로모션,2,5,5,2022-04-08 16:00:00,2022-04-22 00:00:00,Korea,,only_aos,res/ui/event/list_cross_promotion_elf.png,event_cross_promotion_elf.ui,lobby_banner_promotion_elf.ui,https://play.google.com/store/apps/details?id=com.highbrow.games.elfidle&referrer=utm_source%3DDVM_2022.04.07_promotion%26utm_medium%3Dhighbrow%2BPromotion%26utm_campaign%3DDVM_2022.04.07_promotion,com.highbrow.games.elfidle,1003004
180,banner,,테이머 누리의 새로운 모험!,2,5,5,2022-07-27 00:00:00,2022-08-04 00:00:00,,,only_aos,res/ui/event/list_cross_promotion_tamer.png,event_cross_promotion_tamer.ui,lobby_banner_promotion_tamer.ui,https://bit.ly/3JbJ0SQ,,
